,country,year,lat,lon,wealthpooled,cluster
98,angola,2011,-8.205036163330078,15.397273063659668,-1.0815564,E
99,angola,2011,-8.896355628967285,15.599051475524902,-1.2281018,D
100,angola,2011,-8.989537239074707,15.580458641052246,-0.59479547,A
101,angola,2011,-7.790408134460449,15.392677307128906,-1.1033655,D
102,angola,2011,-8.029520034790039,15.57517147064209,-0.94973975,D
103,angola,2011,-6.066164016723633,15.087652206420898,0.12972672,B
104,angola,2011,-6.081504821777344,15.064407348632812,-0.51630914,B
105,angola,2011,-6.661050796508789,15.118610382080078,-0.6496262,E
106,angola,2011,-6.696078777313232,15.132539749145508,-0.5792798,E
107,angola,2011,-7.549676895141602,15.452349662780762,-1.141633,B
108,angola,2011,-7.2854509353637695,15.37735366821289,-1.2479407,B
109,angola,2011,-6.4927659034729,16.196565628051758,-1.0053066,A
110,angola,2011,-6.613551139831543,16.2437744140625,-0.9338697,B
111,angola,2011,-6.622738838195801,16.38507652282715,-0.92911977,B
112,angola,2011,-6.583590030670166,16.463289260864258,-0.94023496,B
113,angola,2011,-6.476820945739746,15.739398956298828,-1.0797062,B
114,angola,2011,-6.49636697769165,15.908479690551758,-1.0838524,D
115,angola,2011,-14.924358367919922,13.499334335327148,1.1360368,D
116,angola,2011,-14.921201705932615,13.495800018310549,1.6853482,D
117,angola,2011,-14.91641616821289,13.501423835754396,1.7526107,D
118,angola,2011,-14.926751136779783,13.49550724029541,1.5087944,D
119,angola,2011,-14.912080764770508,13.501653671264648,1.2831441,D
120,angola,2011,-14.92506504058838,13.495746612548828,1.5596746,D
121,angola,2011,-14.920750617980955,13.49378776550293,1.4558275,D
122,angola,2011,-14.916139602661133,13.508468627929688,1.6024854,D
123,angola,2011,-17.066421508789062,15.719676971435549,1.0331897,E
124,angola,2011,-17.069589614868164,15.705330848693848,1.3293341,E
125,angola,2011,-15.12193775177002,12.141942024230955,0.7826127,C
126,angola,2011,-15.193016052246094,12.161706924438477,1.9646878,C
127,angola,2011,-15.818079948425291,11.823659896850586,1.4078289,C
128,angola,2011,-15.79848861694336,11.856786727905272,1.1199471,C
129,angola,2011,-15.808055877685549,17.92141342163086,-1.1817697,C
130,angola,2011,-15.469868659973145,17.996156692504883,-0.8987107,D
131,angola,2011,-15.49809741973877,17.985790252685547,-0.91493404,D
132,angola,2011,-15.49970245361328,17.96920394897461,-0.91337895,D
133,angola,2011,-16.21900177001953,17.67609214782715,-1.318677,B
134,angola,2011,-15.812093734741213,17.51968002319336,-1.2967019,A
135,angola,2011,-15.87496566772461,17.406166076660156,-1.3526336,D
136,angola,2011,-15.300348281860352,17.354066848754883,-1.2359066,D
137,angola,2011,-16.296247482299805,22.04326057434082,-1.158066,E
138,angola,2011,-16.36345863342285,22.002347946166992,-1.1807908,E
139,angola,2011,-11.433788299560549,20.16740226745605,-0.89332503,A
140,angola,2011,-11.339520454406738,20.18408393859864,-0.6286733,D
141,angola,2011,-14.178898811340332,21.394237518310547,-1.0671613,B
142,angola,2011,-14.13503074645996,21.503646850585938,-1.0851346,B
143,angola,2011,-11.886975288391112,22.92499732971192,-1.1511375,C
144,angola,2011,-11.915084838867188,22.87683868408203,-1.0711787,C
145,angola,2011,-10.71915054321289,22.20210075378418,-0.25849494,D
146,angola,2011,-10.691040992736816,22.233158111572266,-0.0858409,D
147,angola,2011,-16.747716903686523,14.987153053283691,0.21416645,C
148,angola,2011,-16.68824005126953,15.016519546508787,-1.2172265,C
149,angola,2011,-17.107269287109375,14.73198127746582,-1.2587343,E
150,angola,2011,-17.277097702026367,14.60317611694336,-1.3512292,B
151,angola,2011,-16.569324493408203,13.93546199798584,-1.2186306,D
152,angola,2011,-16.432445526123047,13.87978458404541,-1.2897851,E
153,angola,2011,-15.052206039428713,13.563020706176758,-0.9943109,A
154,angola,2011,-15.05933952331543,13.557330131530762,-0.88169247,A
155,angola,2011,-14.703161239624023,13.85470199584961,-0.76052886,E
156,angola,2011,-14.700672149658203,13.857398986816406,-0.5699171,E
157,angola,2011,-15.352911949157717,13.98574924468994,-0.6572183,B
158,angola,2011,-15.374822616577148,14.003731727600098,-0.57003987,B
159,angola,2011,-13.848003387451172,14.492117881774902,-0.76425713,D
160,angola,2011,-13.858823776245115,14.50589656829834,-1.0903618,D
161,angola,2011,-14.854867935180664,14.541672706604004,-0.60463893,E
162,angola,2011,-14.829079627990724,14.543072700500488,-0.38236788,E
163,angola,2011,-14.744014739990234,15.02441692352295,-0.97157586,B
164,angola,2011,-14.78657341003418,14.932135581970217,-0.80924845,B
165,angola,2011,-14.22260284423828,14.877484321594238,-0.90058136,E
166,angola,2011,-14.009649276733398,14.97196102142334,-0.9054927,D
167,angola,2011,-15.753388404846191,13.883773803710938,-0.27188054,B
168,angola,2011,-15.750301361083984,13.865578651428224,-0.6590242,B
169,angola,2011,-15.785221099853516,12.099682807922363,-0.6944131,D
170,angola,2011,-15.784844398498535,12.102887153625488,-0.7838842,D
171,angola,2011,-14.117283821105955,13.235936164855955,-1.1233672,D
172,angola,2011,-14.08445167541504,13.298436164855955,-0.9303067,D
173,angola,2011,-8.817996978759766,13.233721733093262,1.9870638,C
174,angola,2011,-8.823097229003906,13.229825019836426,2.1762228,C
175,angola,2011,-8.816141128540039,13.236319541931152,2.1730695,C
176,angola,2011,-8.81340503692627,13.24410629272461,1.1368238,C
177,angola,2011,-8.840442657470703,13.224205017089844,1.7340238,C
178,angola,2011,-8.827519416809082,13.225790977478027,1.7528802,C
179,angola,2011,-8.846414566040039,13.224051475524902,1.820639,C
180,angola,2011,-8.875834465026855,13.231401443481444,1.3082284,C
181,angola,2011,-8.835868835449219,13.210838317871094,1.5215083,C
182,angola,2011,-8.832265853881836,13.221906661987305,1.8902326,C
183,angola,2011,-8.826286315917969,13.228104591369627,1.5424249,C
184,angola,2011,-8.833632469177246,13.229804039001465,1.4609066,C
185,angola,2011,-8.856284141540527,13.211204528808594,1.4097028,C
186,angola,2011,-8.874110221862793,13.197328567504885,1.3808674,C
187,angola,2011,-8.868386268615723,13.208145141601562,1.6078993,C
188,angola,2011,-8.82388973236084,13.248605728149414,1.2782949,C
189,angola,2011,-8.816697120666504,13.259242057800291,1.8501078,C
190,angola,2011,-8.815725326538086,13.26133155822754,1.1179882,C
191,angola,2011,-8.8119478225708,13.26625156402588,1.4541839,C
192,angola,2011,-8.813852310180664,13.254426956176758,2.015355,C
193,angola,2011,-8.809344291687012,13.26085090637207,1.9907836,C
194,angola,2011,-8.789044380187988,13.288926124572754,1.4790787,C
195,angola,2011,-8.806689262390137,13.295550346374512,1.0005661,C
196,angola,2011,-8.836159706115723,13.262736320495604,1.5279474,C
197,angola,2011,-8.836830139160156,13.267560958862305,1.758063,C
198,angola,2011,-8.846789360046387,13.243329048156738,1.8845018,C
199,angola,2011,-8.827347755432129,13.260334014892578,1.3035022,C
200,angola,2011,-8.847929954528809,13.24476432800293,1.2881593,C
201,angola,2011,-8.86583137512207,13.273651123046877,1.4960276,C
202,angola,2011,-8.86400032043457,13.240763664245604,1.0402751,C
203,angola,2011,-8.872390747070312,13.268747329711914,1.4666222,C
204,angola,2011,-8.864989280700684,13.27475643157959,1.5746851,C
205,angola,2011,-8.856465339660645,13.264120101928713,1.6600394,C
206,angola,2011,-8.882477760314941,13.24590015411377,1.4660269,C
207,angola,2011,-8.867515563964844,13.244991302490234,0.7692884,C
208,angola,2011,-8.83405590057373,13.209744453430176,1.4009789,C
209,angola,2011,-8.816916465759277,13.220078468322754,1.7973292,C
210,angola,2011,-9.004158020019531,13.205265998840332,0.1765865,C
211,angola,2011,-8.947240829467773,13.196158409118652,1.5662109,C
212,angola,2011,-8.78844928741455,13.343461036682127,1.173328,C
213,angola,2011,-8.780709266662598,13.371478080749512,0.97640395,C
214,angola,2011,-8.909398078918457,13.360441207885742,2.0165198,C
215,angola,2011,-8.911527633666992,13.354339599609377,0.8988683,C
216,angola,2011,-8.906168937683105,13.34717082977295,1.3725783,C
217,angola,2011,-8.924589157104492,13.351689338684082,1.1511713,C
218,angola,2011,-8.8729887008667,13.353200912475586,1.1662314,C
219,angola,2011,-8.914534568786621,13.352352142333984,1.0847222,C
220,angola,2011,-8.900099754333496,13.381235122680664,1.3383276,C
221,angola,2011,-8.788655281066895,13.312562942504885,1.2924665,C
222,angola,2011,-8.826404571533203,13.273062705993652,1.3948337,C
223,angola,2011,-8.80118465423584,13.282126426696776,2.0476491,C
224,angola,2011,-8.825430870056152,13.268596649169922,1.8397651,C
225,angola,2011,-8.800267219543457,13.336220741271973,1.3276635,C
226,angola,2011,-8.804814338684082,13.32205295562744,1.2380267,C
227,angola,2011,-8.799253463745117,13.330840110778809,1.2322022,C
228,angola,2011,-8.776135444641113,13.317465782165527,1.3270185,C
229,angola,2015,-12.101381301879885,14.140703201293944,-1.1326385,B
230,angola,2015,-9.663517951965332,20.37701416015625,0.6698427,B
231,angola,2015,-8.9288969039917,13.299542427062988,1.5155905,C
232,angola,2015,-14.287585258483888,17.621652603149414,-0.5591352,A
233,angola,2015,-14.211037635803224,13.546262741088867,-1.1861184,C
234,angola,2015,-5.562043190002441,12.211461067199709,1.5846177,E
235,angola,2015,-5.580165863037109,12.191222190856934,1.6973333,E
236,angola,2015,-12.3533353805542,14.778694152832031,0.08311084,E
237,angola,2015,-11.610190391540527,14.460758209228516,-0.95577794,C
238,angola,2015,-8.82819652557373,13.335399627685549,1.2438675,C
239,angola,2015,-8.888833045959473,13.353181838989258,1.7684237,C
240,angola,2015,-14.2363920211792,12.415433883666992,-0.4440743,B
241,angola,2015,-9.096903800964355,15.741175651550291,-1.061425,A
242,angola,2015,-14.666670799255373,17.68669319152832,-0.10826232,E
243,angola,2015,-14.92175579071045,13.510775566101074,1.714279,D
244,angola,2015,-8.908462524414062,20.25935173034668,-1.2488078,C
245,angola,2015,-12.275741577148438,16.026317596435547,-0.8464668,D
246,angola,2015,-9.553536415100098,16.389127731323242,1.148126,E
247,angola,2015,-13.705202102661133,14.597440719604492,-1.0938611,D
248,angola,2015,-15.341304779052734,21.485584259033203,-1.036482,D
249,angola,2015,-8.697084426879883,19.727542877197266,-1.3568355,B
250,angola,2015,-7.374192237854004,20.809690475463867,1.8061017,C
251,angola,2015,-8.910589218139648,13.45499038696289,0.68549305,C
252,angola,2015,-10.561232566833496,17.424434661865234,-0.7654207,B
253,angola,2015,-8.88134765625,13.315149307250977,1.7518587,C
254,angola,2015,-6.819461822509766,13.327338218688965,0.82195,E
255,angola,2015,-10.15190315246582,19.26474571228028,-0.54857486,D
256,angola,2015,-8.46119213104248,20.715330123901367,-0.2809092,D
257,angola,2015,-10.403526306152344,15.529565811157228,-0.79047894,B
258,angola,2015,-9.643510818481444,20.40518379211425,-0.1320091,B
259,angola,2015,-12.379010200500488,16.9205379486084,0.3179624,E
260,angola,2015,-14.338805198669434,14.955618858337402,-0.6996906,B
261,angola,2015,-8.883893966674805,13.22059440612793,1.4792907,C
262,angola,2015,-8.586355209350586,13.656794548034668,1.3120643,C
263,angola,2015,-9.67474365234375,20.379196166992188,-0.24261852,B
264,angola,2015,-9.531623840332031,16.334123611450195,1.3783981,E
265,angola,2015,-13.268224716186523,16.286991119384766,-1.1094804,C
266,angola,2015,-12.538077354431152,13.486180305480955,1.1166149,E
267,angola,2015,-10.080320358276367,17.556974411010742,-0.4235197,A
268,angola,2015,-13.970785140991213,13.68150234222412,-1.2127905,C
269,angola,2015,-14.744742393493652,17.723520278930664,-0.7996687,E
270,angola,2015,-8.924552917480469,13.172158241271973,1.9214829,C
271,angola,2015,-9.045968055725098,16.0007381439209,-0.69698584,A
272,angola,2015,-8.879486083984375,13.295111656188965,1.7813367,C
273,angola,2015,-9.685428619384766,14.441534042358398,1.1525501,B
274,angola,2015,-12.473333358764648,14.156655311584473,-0.8073603,C
275,angola,2015,-15.210033416748049,12.164756774902344,0.36473402,C
276,angola,2015,-13.592402458190918,13.946598052978516,0.19777896,C
277,angola,2015,-15.11701774597168,12.150390625,-0.1559202,C
278,angola,2015,-17.048686981201172,16.503162384033203,-1.052314,C
279,angola,2015,-8.46601676940918,15.260658264160156,-0.44262567,D
280,angola,2015,-11.112560272216797,23.708106994628903,-0.77709967,A
281,angola,2015,-6.149139881134033,12.359349250793455,0.8641911,C
282,angola,2015,-9.67714500427246,20.395767211914062,0.76602787,B
283,angola,2015,-6.257806777954102,14.215439796447754,-0.0072116815,E
284,angola,2015,-10.89942741394043,16.09143829345703,-0.6128539,E
285,angola,2015,-6.107200145721436,14.62884521484375,-0.0651742,B
286,angola,2015,-9.551154136657717,16.360042572021484,1.1340973,E
287,angola,2015,-12.75725269317627,15.756708145141602,1.8371692,C
288,angola,2015,-8.42410945892334,20.735780715942383,0.6838541,D
289,angola,2015,-15.186578750610352,12.172009468078612,1.611539,C
290,angola,2015,-12.647649765014648,13.3772554397583,0.9292605,E
291,angola,2015,-9.004046440124512,20.41294860839844,-0.77181244,D
292,angola,2015,-8.780813217163086,18.00381088256836,-0.4809178,C
293,angola,2015,-17.193086624145508,15.590494155883787,-0.77288526,C
294,angola,2015,-8.808396339416504,13.336739540100098,1.2478139,C
295,angola,2015,-4.766243934631348,12.510689735412598,0.51015,A
296,angola,2015,-8.845365524291992,13.326871871948242,1.3035235,C
297,angola,2015,-8.888917922973633,13.483641624450684,2.115924,C
298,angola,2015,-15.224634170532228,12.176025390625,0.48588473,C
299,angola,2015,-6.136926174163818,12.354740142822266,0.3528143,C
300,angola,2015,-9.32007122039795,14.906134605407717,1.3553777,E
301,angola,2015,-11.756710052490234,19.92208671569824,0.46677342,D
302,angola,2015,-6.142471790313721,12.359700202941896,0.91475946,C
303,angola,2015,-7.487094879150391,16.225419998168945,-1.0396798,B
304,angola,2015,-8.615344047546387,13.546772956848145,1.0188468,C
305,angola,2015,-4.653519153594971,12.731428146362305,0.23624001,D
306,angola,2015,-6.613280773162842,15.776277542114258,-1.0000894,A
307,angola,2015,-15.644770622253418,20.891849517822266,-0.7446426,B
308,angola,2015,-8.44192123413086,20.71782493591309,-0.5438789,D
309,angola,2015,-12.58614730834961,13.427717208862305,1.4651384,E
310,angola,2015,-5.601466178894043,12.19175624847412,1.5684042,E
311,angola,2015,-15.20057773590088,12.168685913085938,1.3404804,C
312,angola,2015,-17.957550048828125,20.938077926635746,-1.1475629,B
313,angola,2015,-10.71006965637207,22.21361351013184,-0.3310722,D
314,angola,2015,-11.775802612304688,19.90025520324707,1.2820568,D
315,angola,2015,-12.431779861450195,16.778167724609375,-0.5224841,B
316,angola,2015,-15.14260196685791,12.177360534667969,0.76053286,C
317,angola,2015,-17.77816390991211,19.18732261657715,-0.9101664,C
318,angola,2015,-15.014206886291504,19.03006172180176,-1.2799233,C
319,angola,2015,-12.528703689575195,15.809659004211426,-0.10018103,E
320,angola,2015,-15.800168991088867,11.858776092529297,1.157022,C
321,angola,2015,-9.330304145812988,14.243508338928224,-0.89736354,D
322,angola,2015,-7.617862224578857,15.02248764038086,1.214196,B
323,angola,2015,-9.562790870666504,16.32465171813965,-0.19208717,E
324,angola,2015,-13.81975269317627,21.485633850097656,-1.1124182,B
325,angola,2015,-13.059614181518556,15.782794952392578,-0.6025195,A
326,angola,2015,-6.362545967102051,16.414453506469727,-1.25081,A
327,angola,2015,-15.186027526855469,12.160148620605469,1.9082205,C
328,angola,2015,-9.268569946289062,15.229293823242188,0.62846315,B
329,angola,2015,-12.472245216369627,16.470441818237305,-0.95384896,D
330,angola,2015,-13.361193656921388,14.13088035583496,-1.0897921,A
331,angola,2015,-7.51646089553833,15.69967555999756,-0.94737977,D
332,angola,2015,-6.021910190582275,15.757820129394531,-1.1558936,B
333,angola,2015,-14.747983932495115,14.979619026184082,1.2346643,B
334,angola,2015,-17.033552169799805,14.824684143066406,-1.2498082,B
335,angola,2015,-9.019286155700684,13.114102363586426,1.0378938,C
336,angola,2015,-9.536969184875488,17.78868293762207,-0.76109964,D
337,angola,2015,-17.294477462768555,16.029035568237305,-1.0014055,E
338,angola,2015,-7.399771213531494,20.82280921936035,0.742146,C
339,angola,2015,-8.910408020019531,13.26435661315918,1.9796988,C
340,angola,2015,-9.027421951293944,13.386716842651367,1.0735768,C
341,angola,2015,-16.18049430847168,15.78588581085205,-0.81663275,E
342,angola,2015,-7.220066070556641,12.865750312805176,0.35613403,C
343,angola,2015,-16.75889778137207,15.877737998962402,-0.8042274,E
344,angola,2015,-6.36395788192749,16.657312393188477,-1.1708288,E
345,angola,2015,-7.620020866394043,16.177562713623047,-1.214926,B
346,angola,2015,-7.594098091125488,15.039044380187988,0.6087864,B
347,angola,2015,-13.042308807373049,14.263358116149902,-0.24868518,D
348,angola,2015,-5.607513904571533,12.200820922851562,0.9120639,E
349,angola,2015,-11.970251083374023,14.06347942352295,-0.69833195,B
350,angola,2015,-11.866695404052734,15.54128646850586,-0.6302756,D
351,angola,2015,-5.593386173248291,12.206088066101074,1.7059335,E
352,angola,2015,-8.751703262329102,15.380682945251465,0.6427256,E
353,angola,2015,-8.804701805114746,13.284991264343262,1.6112494,C
354,angola,2015,-12.126116752624512,17.611249923706055,-1.309817,C
355,angola,2015,-9.679306983947754,14.427823066711426,1.0624796,B
356,angola,2015,-8.54645824432373,15.31149196624756,-0.6428413,D
357,angola,2015,-11.368861198425291,16.136430740356445,-1.0093243,B
358,angola,2015,-12.225833892822266,20.37485694885254,-1.1541167,E
359,angola,2015,-5.563621997833252,12.21022891998291,1.3425356,E
360,angola,2015,-9.669556617736816,20.367843627929688,-0.4987446,B
361,angola,2015,-8.806110382080078,13.277665138244627,1.6770731,C
362,angola,2015,-8.589804649353027,13.640789031982422,1.198,C
363,angola,2015,-10.956055641174316,14.58749294281006,-0.7880734,D
364,angola,2015,-16.318796157836914,12.613799095153809,-1.3383317,E
365,angola,2015,-8.880109786987305,13.385518074035645,1.6867499,C
366,angola,2015,-15.599006652832031,13.41727066040039,-1.2410597,C
367,angola,2015,-12.222152709960938,16.64470672607422,-0.48912865,A
368,angola,2015,-6.069252014160156,15.127256393432615,0.2455826,B
369,angola,2015,-12.748933792114258,15.683733940124512,0.31842086,C
370,angola,2015,-8.886009216308594,13.294562339782717,0.8474821,C
371,angola,2015,-12.75755500793457,15.735795021057127,0.24092889,C
372,angola,2015,-12.745171546936035,15.76838207244873,0.13460636,C
373,angola,2015,-9.48482608795166,20.376951217651367,-0.89061797,C
374,angola,2015,-17.371023178100586,15.890686988830566,0.07701314,A
375,angola,2015,-15.190237045288086,12.185572624206545,0.47193128,C
376,angola,2015,-11.66812229156494,14.14769172668457,-1.0834582,E
377,angola,2015,-11.89030933380127,16.984376907348633,-1.0334173,D
378,angola,2015,-7.239460945129394,12.880278587341309,0.3867296,C
379,angola,2015,-6.126774787902832,12.340730667114258,1.3528467,C
380,angola,2015,-11.750667572021484,19.654027938842773,-0.8337672,D
381,angola,2015,-11.653346061706545,20.51876449584961,-0.87705535,B
382,angola,2015,-15.178038597106934,13.756170272827148,-0.6290587,C
383,angola,2015,-8.878203392028809,13.228433609008787,1.3878754,C
384,angola,2015,-14.134700775146484,13.539748191833496,-1.0047325,C
385,angola,2015,-7.718385219573975,14.122618675231934,-0.9936902,C
386,angola,2015,-11.030280113220217,17.056840896606445,-0.6014915,C
387,angola,2015,-6.136622905731201,12.37994384765625,0.69606566,C
388,angola,2015,-14.668789863586426,17.660465240478516,0.11880404,E
389,angola,2015,-5.632512092590332,12.17568016052246,1.0082599,E
390,angola,2015,-8.763538360595703,13.302934646606444,1.5605417,C
391,angola,2015,-14.94981861114502,13.4732666015625,0.727335,D
392,angola,2015,-13.166214942932127,15.196274757385254,-0.55000144,A
393,angola,2015,-16.70912742614746,15.839561462402344,-0.7999896,E
394,angola,2015,-8.977461814880371,13.157575607299805,0.69526017,C
395,angola,2015,-7.563906192779541,15.018430709838867,-0.68891245,B
396,angola,2015,-8.592544555664062,13.654424667358398,1.2601187,C
397,angola,2015,-15.188462257385254,12.152522087097168,1.8187321,C
398,angola,2015,-12.371357917785645,13.590601921081545,1.5828836,C
399,angola,2015,-13.619157791137695,14.68723487854004,-0.7904548,A
400,angola,2015,-14.908193588256836,13.493841171264648,1.5818355,D
401,angola,2015,-14.35041618347168,13.190048217773438,-1.0846765,E
402,angola,2015,-6.031846046447754,14.137271881103516,-0.27563113,B
403,angola,2015,-6.972607135772705,16.14252281188965,-1.0071305,A
404,angola,2015,-11.92963409423828,15.808366775512695,-0.8753028,D
405,angola,2015,-6.342172145843506,16.35016632080078,-1.0959177,A
406,angola,2015,-8.656837463378906,16.532001495361328,0.40037495,A
407,angola,2015,-7.7960100173950195,15.235779762268066,-0.77459747,B
408,angola,2015,-13.436206817626951,18.883575439453125,-0.7771598,C
409,angola,2015,-9.683938026428224,20.393701553344727,-0.40056512,B
410,angola,2015,-14.104494094848633,21.425386428833008,-0.6416091,B
411,angola,2015,-10.81832504272461,14.419114112854004,-0.34080324,B
412,angola,2015,-9.51810073852539,16.273401260375977,0.11861146,E
413,angola,2015,-8.918548583984375,13.234823226928713,1.5609242,C
414,angola,2015,-7.926358222961426,15.041176795959473,-0.105879515,A
415,angola,2015,-14.328935623168944,14.469405174255373,-0.72641474,D
416,angola,2015,-16.843320846557617,15.712141036987305,-0.99597824,A
