country,year,cluster,lat,lon,households,wealthpooled,urban_rural,fold
angola,2011,114,-7.2855,15.3774,37,-1.2479407,0.0,D
angola,2011,115,-6.4928,16.1966,36,-1.0053066,0.0,B
angola,2011,116,-6.6136,16.2438,37,-0.9338697,0.0,D
angola,2011,117,-6.6227,16.3851,37,-0.92911977,0.0,C
angola,2011,118,-6.5836,16.4633,35,-0.94023496,0.0,C
angola,2011,119,-6.4768,15.7394,37,-1.0797062,0.0,D
angola,2011,120,-6.4964,15.9085,37,-1.0838524,0.0,A
angola,2011,121,-14.9244,13.4993,37,1.1360368,1.0,C
angola,2011,122,-14.9212,13.4958,36,1.6853482,1.0,C
angola,2011,123,-14.9164,13.5014,33,1.7526107,1.0,C
angola,2011,124,-14.9268,13.4955,35,1.5087944,1.0,C
angola,2011,125,-14.9121,13.5017,34,1.2831441,1.0,C
angola,2011,126,-14.9251,13.4957,35,1.5596746,1.0,C
angola,2011,127,-14.9208,13.4938,35,1.4558275,1.0,C
angola,2011,128,-14.9161,13.5085,32,1.6024854,1.0,C
angola,2011,129,-17.0664,15.7197,37,1.0331897,1.0,E
angola,2011,130,-17.0696,15.7053,37,1.3293341,1.0,E
angola,2011,131,-15.1219,12.1419,33,0.7826127,1.0,A
angola,2011,132,-15.193,12.1617,32,1.9646878,1.0,A
angola,2011,133,-15.8181,11.8237,32,1.4078289,1.0,E
angola,2011,134,-15.7985,11.8568,34,1.1199471,1.0,E
angola,2011,135,-15.8081,17.9214,37,-1.1817697,0.0,A
angola,2011,136,-15.4699,17.9962,35,-0.8987107,0.0,D
angola,2011,137,-15.4981,17.9858,37,-0.91493404,0.0,D
angola,2011,138,-15.4997,17.9692,37,-0.91337895,0.0,D
angola,2011,139,-16.219,17.6761,37,-1.318677,0.0,A
angola,2011,140,-15.8121,17.5197,24,-1.2967019,0.0,D
angola,2011,141,-15.875,17.4062,13,-1.3526336,0.0,C
angola,2011,142,-15.3003,17.3541,25,-1.2359066,0.0,C
angola,2011,143,-16.2962,22.0433,37,-1.158066,0.0,E
angola,2011,144,-16.3635,22.0023,34,-1.1807908,0.0,E
angola,2011,145,-11.4338,20.1674,37,-0.89332503,0.0,B
angola,2011,146,-11.3395,20.1841,37,-0.6286733,0.0,A
angola,2011,147,-14.1789,21.3942,37,-1.0671613,0.0,D
angola,2011,148,-14.135,21.5036,37,-1.0851346,0.0,D
angola,2011,149,-11.887,22.925,37,-1.1511375,0.0,B
angola,2011,150,-11.9151,22.8768,37,-1.0711787,0.0,B
angola,2011,151,-10.7192,22.2021,37,-0.25849494,0.0,D
angola,2011,152,-10.691,22.2332,37,-0.0858409,0.0,D
angola,2011,153,-16.7477,14.9872,36,0.21416645,0.0,C
angola,2011,154,-16.6882,15.0165,12,-1.2172265,0.0,C
angola,2011,155,-17.1073,14.732,37,-1.2587343,0.0,D
angola,2011,156,-17.2771,14.6032,36,-1.3512292,0.0,C
angola,2011,159,-16.5693,13.9355,37,-1.2186306,0.0,A
angola,2011,160,-16.4324,13.8798,31,-1.2897851,0.0,D
angola,2011,161,-15.0522,13.563,30,-0.9943109,0.0,B
angola,2011,162,-15.0593,13.5573,37,-0.88169247,0.0,B
angola,2011,163,-14.7032,13.8547,37,-0.76052886,0.0,C
angola,2011,164,-14.7007,13.8574,37,-0.5699171,0.0,C
angola,2011,165,-15.3529,13.9857,37,-0.6572183,0.0,A
angola,2011,166,-15.3748,14.0037,37,-0.57003987,0.0,A
angola,2011,167,-13.848,14.4921,36,-0.76425713,0.0,C
angola,2011,168,-13.8588,14.5059,37,-1.0903618,0.0,C
angola,2011,169,-14.8549,14.5417,37,-0.60463893,0.0,C
angola,2011,170,-14.8291,14.5431,32,-0.38236788,0.0,C
angola,2011,171,-14.744,15.0244,36,-0.97157586,0.0,D
angola,2011,172,-14.7866,14.9321,37,-0.80924845,0.0,D
angola,2011,173,-14.2226,14.8775,37,-0.90058136,0.0,A
angola,2011,174,-14.0096,14.972,37,-0.9054927,0.0,B
angola,2011,175,-15.7534,13.8838,37,-0.27188054,0.0,E
angola,2011,176,-15.7503,13.8656,37,-0.6590242,0.0,E
angola,2011,177,-15.7852,12.0997,36,-0.6944131,0.0,B
angola,2011,178,-15.7848,12.1029,34,-0.7838842,0.0,B
angola,2011,179,-14.1173,13.2359,32,-1.1233672,0.0,A
angola,2011,180,-14.0845,13.2984,31,-0.9303067,0.0,A
angola,2011,181,-8.818,13.2337,27,1.9870638,1.0,D
angola,2011,182,-8.8231,13.2298,29,2.1762228,1.0,D
angola,2011,183,-8.8161,13.2363,34,2.1730695,1.0,D
angola,2011,184,-8.8134,13.2441,34,1.1368238,1.0,D
angola,2011,185,-8.8404,13.2242,34,1.7340238,1.0,D
angola,2011,186,-8.8275,13.2258,35,1.7528802,1.0,D
angola,2011,187,-8.8464,13.2241,22,1.820639,1.0,D
angola,2011,188,-8.8758,13.2314,28,1.3082284,1.0,D
angola,2011,189,-8.8359,13.2108,35,1.5215083,1.0,D
angola,2011,190,-8.8323,13.2219,30,1.8902326,1.0,D
angola,2011,191,-8.8263,13.2281,28,1.5424249,1.0,D
angola,2011,192,-8.8336,13.2298,26,1.4609066,1.0,D
angola,2011,193,-8.8563,13.2112,36,1.4097028,1.0,D
angola,2011,194,-8.8741,13.1973,33,1.3808674,1.0,D
angola,2011,195,-8.8684,13.2081,32,1.6078993,1.0,D
angola,2011,197,-8.8239,13.2486,35,1.2782949,1.0,D
angola,2011,198,-8.8167,13.2592,37,1.8501078,1.0,D
angola,2011,199,-8.8157,13.2613,37,1.1179882,1.0,D
angola,2011,200,-8.8119,13.2663,35,1.4541839,1.0,D
angola,2011,201,-8.8139,13.2544,28,2.015355,1.0,D
angola,2011,202,-8.8093,13.2609,36,1.9907836,1.0,D
angola,2011,203,-8.789,13.2889,37,1.4790787,1.0,D
angola,2011,204,-8.8067,13.2956,37,1.0005661,1.0,D
angola,2011,205,-8.8362,13.2627,37,1.5279474,1.0,D
angola,2011,206,-8.8368,13.2676,33,1.758063,1.0,D
angola,2011,209,-8.8468,13.2433,36,1.8845018,1.0,D
angola,2011,210,-8.8273,13.2603,37,1.3035022,1.0,D
angola,2011,211,-8.8479,13.2448,37,1.2881593,1.0,D
angola,2011,212,-8.8658,13.2737,37,1.4960276,1.0,D
angola,2011,213,-8.864,13.2408,32,1.0402751,1.0,D
angola,2011,214,-8.8724,13.2687,37,1.4666222,1.0,D
angola,2011,215,-8.865,13.2748,37,1.5746851,1.0,D
angola,2011,216,-8.8565,13.2641,37,1.6600394,1.0,D
angola,2011,217,-8.8825,13.2459,37,1.4660269,1.0,D
angola,2011,218,-8.8675,13.245,35,0.7692884,1.0,D
angola,2011,219,-8.8341,13.2097,35,1.4009789,1.0,D
angola,2011,220,-8.8169,13.2201,36,1.7973292,1.0,D
angola,2011,221,-9.0042,13.2053,32,0.1765865,0.0,D
angola,2011,222,-8.9472,13.1962,36,1.5662109,1.0,D
angola,2011,223,-8.7884,13.3435,36,1.173328,1.0,D
angola,2011,224,-8.7807,13.3715,35,0.97640395,1.0,D
angola,2011,225,-8.9094,13.3604,33,2.0165198,1.0,D
angola,2011,226,-8.9115,13.3543,34,0.8988683,1.0,D
angola,2011,227,-8.9062,13.3472,36,1.3725783,1.0,D
angola,2011,228,-8.9246,13.3517,35,1.1511713,1.0,D
angola,2011,229,-8.873,13.3532,37,1.1662314,1.0,D
angola,2011,230,-8.9145,13.3524,34,1.0847222,1.0,D
angola,2011,231,-8.9001,13.3812,37,1.3383276,1.0,D
angola,2011,233,-8.7887,13.3126,35,1.2924665,1.0,D
angola,2011,234,-8.8264,13.2731,34,1.3948337,1.0,D
angola,2011,235,-8.8012,13.2821,31,2.0476491,1.0,D
angola,2011,236,-8.8254,13.2686,37,1.8397651,1.0,D
angola,2011,237,-8.8003,13.3362,33,1.3276635,1.0,D
angola,2011,238,-8.8048,13.3221,35,1.2380267,1.0,D
angola,2011,239,-8.7993,13.3308,35,1.2322022,1.0,D
angola,2011,240,-8.7761,13.3175,35,1.3270185,1.0,D
angola,2015,1,-12.1014,14.1407,26,-1.1326385,0.0,D
angola,2015,2,-9.6635,20.377,26,0.6698427,1.0,E
angola,2015,3,-8.9289,13.2995,10,1.5155905,1.0,D
angola,2015,4,-14.2876,17.6217,26,-0.5591352,0.0,B
angola,2015,5,-14.211,13.5463,26,-1.1861184,0.0,B
angola,2015,6,-5.562,12.2115,25,1.5846177,1.0,D
angola,2015,7,-5.5802,12.1912,25,1.6973333,1.0,D
angola,2015,8,-12.3533,14.7787,22,0.08311084,1.0,D
angola,2015,9,-11.6102,14.4608,25,-0.95577794,0.0,E
angola,2015,10,-8.8282,13.3354,25,1.2438675,1.0,D
angola,2015,11,-8.8888,13.3532,23,1.7684237,1.0,D
angola,2015,12,-14.2364,12.4154,23,-0.4440743,0.0,C
angola,2015,13,-9.0969,15.7412,26,-1.061425,0.0,C
angola,2015,14,-14.6667,17.6867,26,-0.10826232,1.0,E
angola,2015,15,-14.9218,13.5108,26,1.714279,1.0,C
angola,2015,16,-8.9085,20.2594,26,-1.2488078,0.0,E
angola,2015,17,-12.2757,16.0263,26,-0.8464668,0.0,E
angola,2015,18,-9.5535,16.3891,26,1.148126,1.0,D
angola,2015,19,-13.7052,14.5974,26,-1.0938611,0.0,D
angola,2015,20,-15.3413,21.4856,26,-1.036482,0.0,D
angola,2015,21,-8.6971,19.7275,26,-1.3568355,0.0,D
angola,2015,22,-7.3742,20.8097,23,1.8061017,1.0,E
angola,2015,23,-8.9106,13.455,24,0.68549305,0.0,D
angola,2015,24,-10.5612,17.4244,26,-0.7654207,0.0,D
angola,2015,25,-8.8813,13.3151,26,1.7518587,1.0,D
angola,2015,26,-6.8195,13.3273,19,0.82195,1.0,B
angola,2015,27,-10.1519,19.2647,26,-0.54857486,1.0,A
angola,2015,28,-8.4612,20.7153,25,-0.2809092,1.0,B
angola,2015,29,-10.4035,15.5296,16,-0.79047894,0.0,D
angola,2015,30,-9.6435,20.4052,26,-0.1320091,1.0,E
angola,2015,31,-12.379,16.9205,25,0.3179624,1.0,E
angola,2015,32,-14.3388,14.9556,26,-0.6996906,0.0,C
angola,2015,33,-8.8839,13.2206,22,1.4792907,1.0,D
angola,2015,34,-8.5864,13.6568,26,1.3120643,1.0,D
angola,2015,35,-9.6747,20.3792,26,-0.24261852,1.0,E
angola,2015,36,-9.5316,16.3341,26,1.3783981,1.0,D
angola,2015,37,-13.2682,16.287,23,-1.1094804,0.0,B
angola,2015,38,-12.5381,13.4862,23,1.1166149,1.0,A
angola,2015,39,-10.0803,17.557,23,-0.4235197,1.0,C
angola,2015,40,-13.9708,13.6815,26,-1.2127905,0.0,A
angola,2015,41,-14.7447,17.7235,26,-0.7996687,0.0,E
angola,2015,42,-8.9246,13.1722,26,1.9214829,1.0,D
angola,2015,43,-9.046,16.0007,25,-0.69698584,0.0,C
angola,2015,44,-8.8795,13.2951,15,1.7813367,1.0,D
angola,2015,45,-9.6854,14.4415,23,1.1525501,1.0,D
angola,2015,46,-12.4733,14.1567,23,-0.8073603,1.0,D
angola,2015,47,-15.21,12.1648,26,0.36473402,1.0,A
angola,2015,48,-13.5924,13.9466,24,0.19777896,1.0,B
angola,2015,49,-15.117,12.1504,25,-0.1559202,1.0,A
angola,2015,50,-17.0487,16.5032,26,-1.052314,0.0,C
angola,2015,51,-8.466,15.2607,24,-0.44262567,1.0,C
angola,2015,52,-11.1126,23.7081,18,-0.77709967,0.0,C
angola,2015,53,-6.1491,12.3593,17,0.8641911,1.0,D
angola,2015,54,-9.6771,20.3958,26,0.76602787,1.0,E
angola,2015,55,-6.2578,14.2154,18,-0.0072116815,1.0,B
angola,2015,56,-10.8994,16.0914,19,-0.6128539,0.0,B
angola,2015,57,-6.1072,14.6288,25,-0.0651742,1.0,A
angola,2015,58,-9.5512,16.36,23,1.1340973,1.0,D
angola,2015,59,-12.7573,15.7567,20,1.8371692,1.0,B
angola,2015,60,-8.4241,20.7358,23,0.6838541,1.0,B
angola,2015,61,-15.1866,12.172,26,1.611539,1.0,A
angola,2015,62,-12.6476,13.3773,25,0.9292605,1.0,A
angola,2015,63,-9.004,20.4129,26,-0.77181244,0.0,A
angola,2015,64,-8.7808,18.0038,20,-0.4809178,1.0,A
angola,2015,65,-17.1931,15.5905,24,-0.77288526,0.0,B
angola,2015,66,-8.8084,13.3367,21,1.2478139,1.0,D
angola,2015,67,-4.7662,12.5107,21,0.51015,0.0,B
angola,2015,68,-8.8454,13.3269,26,1.3035235,1.0,D
angola,2015,69,-8.8889,13.4836,26,2.115924,1.0,D
angola,2015,70,-15.2246,12.176,25,0.48588473,1.0,A
angola,2015,71,-6.1369,12.3547,20,0.3528143,1.0,D
angola,2015,72,-9.3201,14.9061,25,1.3553777,1.0,C
angola,2015,73,-11.7567,19.9221,22,0.46677342,1.0,A
angola,2015,74,-6.1425,12.3597,20,0.91475946,1.0,D
angola,2015,75,-7.4871,16.2254,26,-1.0396798,0.0,D
angola,2015,76,-8.6153,13.5468,25,1.0188468,0.0,D
angola,2015,77,-4.6535,12.7314,17,0.23624001,0.0,A
angola,2015,78,-6.6133,15.7763,25,-1.0000894,0.0,B
angola,2015,79,-15.6448,20.8918,25,-0.7446426,0.0,D
angola,2015,80,-8.4419,20.7178,25,-0.5438789,1.0,B
angola,2015,81,-12.5861,13.4277,25,1.4651384,1.0,A
angola,2015,82,-5.6015,12.1918,25,1.5684042,1.0,D
angola,2015,83,-15.2006,12.1687,26,1.3404804,1.0,A
angola,2015,84,-17.9576,20.9381,26,-1.1475629,0.0,C
angola,2015,85,-10.7101,22.2136,21,-0.3310722,1.0,D
angola,2015,86,-11.7758,19.9003,26,1.2820568,1.0,A
angola,2015,87,-12.4318,16.7782,16,-0.5224841,0.0,C
angola,2015,88,-15.1426,12.1774,24,0.76053286,1.0,A
angola,2015,89,-17.7782,19.1873,26,-0.9101664,0.0,C
angola,2015,90,-15.0142,19.0301,26,-1.2799233,0.0,C
angola,2015,91,-12.5287,15.8097,23,-0.10018103,0.0,E
angola,2015,92,-15.8002,11.8588,26,1.157022,1.0,E
angola,2015,93,-9.3303,14.2435,26,-0.89736354,0.0,A
angola,2015,94,-7.6179,15.0225,21,1.214196,1.0,C
angola,2015,95,-9.5628,16.3247,26,-0.19208717,0.0,D
angola,2015,96,-13.8198,21.4856,26,-1.1124182,0.0,A
angola,2015,97,-13.0596,15.7828,26,-0.6025195,0.0,E
angola,2015,98,-6.3625,16.4145,21,-1.25081,0.0,B
angola,2015,100,-15.186,12.1601,26,1.9082205,1.0,A
angola,2015,101,-9.2686,15.2293,23,0.62846315,1.0,E
angola,2015,102,-12.4722,16.4704,26,-0.95384896,0.0,E
angola,2015,103,-13.3612,14.1309,26,-1.0897921,0.0,A
angola,2015,104,-7.5165,15.6997,26,-0.94737977,0.0,A
angola,2015,105,-6.0219,15.7578,26,-1.1558936,0.0,D
angola,2015,106,-14.748,14.9796,19,1.2346643,0.0,D
angola,2015,107,-17.0336,14.8247,25,-1.2498082,0.0,C
angola,2015,108,-9.0193,13.1141,26,1.0378938,0.0,D
angola,2015,109,-9.537,17.7887,20,-0.76109964,0.0,E
angola,2015,110,-17.2945,16.029,26,-1.0014055,0.0,B
angola,2015,111,-7.3998,20.8228,16,0.742146,1.0,E
angola,2015,112,-8.9104,13.2644,26,1.9796988,1.0,D
angola,2015,113,-9.0274,13.3867,18,1.0735768,1.0,D
angola,2015,114,-16.1805,15.7859,26,-0.81663275,0.0,D
angola,2015,115,-7.2201,12.8658,25,0.35613403,1.0,D
angola,2015,116,-16.7589,15.8777,26,-0.8042274,0.0,A
angola,2015,117,-6.364,16.6573,24,-1.1708288,0.0,B
angola,2015,118,-7.62,16.1776,26,-1.214926,0.0,D
angola,2015,119,-7.5941,15.039,25,0.6087864,0.0,C
angola,2015,120,-13.0423,14.2634,26,-0.24868518,1.0,C
angola,2015,121,-5.6075,12.2008,25,0.9120639,1.0,D
angola,2015,122,-11.9703,14.0635,25,-0.69833195,0.0,D
angola,2015,123,-11.8667,15.5413,26,-0.6302756,0.0,A
angola,2015,124,-5.5934,12.2061,21,1.7059335,1.0,D
angola,2015,125,-8.7517,15.3807,26,0.6427256,0.0,B
angola,2015,126,-8.8047,13.285,26,1.6112494,1.0,D
angola,2015,127,-12.1261,17.6112,26,-1.309817,0.0,A
angola,2015,128,-9.6793,14.4278,22,1.0624796,1.0,D
angola,2015,129,-8.5465,15.3115,25,-0.6428413,0.0,A
angola,2015,130,-11.3689,16.1364,26,-1.0093243,0.0,E
angola,2015,131,-12.2258,20.3749,26,-1.1541167,0.0,A
angola,2015,132,-5.5636,12.2102,23,1.3425356,1.0,D
angola,2015,133,-9.6696,20.3678,21,-0.4987446,1.0,E
angola,2015,134,-8.8061,13.2777,26,1.6770731,1.0,D
angola,2015,135,-8.5898,13.6408,23,1.198,1.0,D
angola,2015,136,-10.9561,14.5875,25,-0.7880734,1.0,B
angola,2015,137,-16.3188,12.6138,25,-1.3383317,0.0,C
angola,2015,138,-8.8801,13.3855,24,1.6867499,1.0,D
angola,2015,139,-15.599,13.4173,25,-1.2410597,0.0,E
angola,2015,140,-12.2222,16.6447,26,-0.48912865,0.0,B
angola,2015,141,-6.0693,15.1273,24,0.2455826,1.0,E
angola,2015,142,-12.7489,15.6837,25,0.31842086,1.0,B
angola,2015,143,-8.886,13.2946,23,0.8474821,1.0,D
angola,2015,144,-12.7576,15.7358,24,0.24092889,1.0,B
angola,2015,145,-12.7452,15.7684,21,0.13460636,1.0,B
angola,2015,146,-9.4848,20.377,26,-0.89061797,0.0,D
angola,2015,147,-17.371,15.8907,22,0.07701314,1.0,D
angola,2015,148,-15.1902,12.1856,26,0.47193128,1.0,A
angola,2015,149,-11.6681,14.1477,24,-1.0834582,0.0,B
angola,2015,150,-11.8903,16.9844,26,-1.0334173,0.0,A
angola,2015,151,-7.2395,12.8803,25,0.3867296,1.0,D
angola,2015,152,-6.1268,12.3407,22,1.3528467,1.0,D
angola,2015,153,-11.7507,19.654,25,-0.8337672,0.0,A
angola,2015,154,-11.6533,20.5188,26,-0.87705535,0.0,D
angola,2015,155,-15.178,13.7562,26,-0.6290587,0.0,E
angola,2015,156,-8.8782,13.2284,16,1.3878754,1.0,D
angola,2015,157,-14.1347,13.5397,26,-1.0047325,0.0,B
angola,2015,158,-7.7184,14.1226,21,-0.9936902,0.0,E
angola,2015,159,-11.0303,17.0568,26,-0.6014915,0.0,E
angola,2015,160,-6.1366,12.3799,22,0.69606566,1.0,D
angola,2015,161,-14.6688,17.6605,25,0.11880404,1.0,E
angola,2015,162,-5.6325,12.1757,25,1.0082599,1.0,D
angola,2015,163,-8.7635,13.3029,26,1.5605417,1.0,D
angola,2015,164,-14.9498,13.4733,26,0.727335,1.0,C
angola,2015,165,-13.1662,15.1963,26,-0.55000144,0.0,E
angola,2015,166,-16.7091,15.8396,23,-0.7999896,0.0,A
angola,2015,167,-8.9775,13.1576,22,0.69526017,1.0,D
angola,2015,168,-7.5639,15.0184,25,-0.68891245,1.0,C
angola,2015,169,-8.5925,13.6544,19,1.2601187,1.0,D
angola,2015,170,-15.1885,12.1525,26,1.8187321,1.0,A
angola,2015,171,-12.3714,13.5906,23,1.5828836,1.0,E
angola,2015,172,-13.6192,14.6872,26,-0.7904548,0.0,E
angola,2015,173,-14.9082,13.4938,26,1.5818355,1.0,C
angola,2015,174,-14.3504,13.19,26,-1.0846765,0.0,A
angola,2015,175,-6.0318,14.1373,15,-0.27563113,0.0,C
angola,2015,176,-6.9726,16.1425,24,-1.0071305,0.0,C
angola,2015,177,-11.9296,15.8084,26,-0.8753028,0.0,A
angola,2015,178,-6.3422,16.3502,25,-1.0959177,0.0,B
angola,2015,179,-8.6568,16.532,24,0.40037495,0.0,C
angola,2015,180,-7.796,15.2358,24,-0.77459747,0.0,E
angola,2015,181,-13.4362,18.8836,26,-0.7771598,0.0,C
angola,2015,182,-9.6839,20.3937,26,-0.40056512,1.0,E
angola,2015,183,-14.1045,21.4254,26,-0.6416091,1.0,D
angola,2015,184,-10.8183,14.4191,26,-0.34080324,0.0,B
angola,2015,185,-9.5181,16.2734,23,0.11861146,0.0,D
angola,2015,186,-8.9185,13.2348,24,1.5609242,1.0,D
angola,2015,187,-7.9264,15.0412,26,-0.105879515,1.0,C
angola,2015,188,-14.3289,14.4694,26,-0.72641474,0.0,E
angola,2015,189,-16.8433,15.7121,26,-0.99597824,0.0,A
angola,2015,190,-9.2983,14.9318,24,0.8186434,1.0,C
