country,year,cluster,lat,lon,households,wealthpooled,filename
angola,2011,24,-10.39098072052002,13.984454154968262,23,-1.2775807,-10_3_13_98.tif
angola,2011,25,-11.537385940551758,14.726956367492676,28,-1.1168716,-11_5_14_72.tif
angola,2011,26,-11.517536163330078,14.754719734191896,26,-1.2346736,-11_5_14_75.tif
angola,2011,29,-9.096796035766602,13.646400451660156,37,0.06002213,-9_09_13_64.tif
angola,2011,30,-9.172911643981934,13.648186683654783,33,-0.9133352,-9_17_13_64.tif
angola,2011,31,-8.159111976623535,14.46909236907959,37,-0.44839758,-8_15_14_46.tif
angola,2011,32,-8.159943580627441,14.460016250610352,37,-0.29533517,-8_15_14_46.tif
angola,2011,33,-6.0130109786987305,14.173504829406738,36,-0.88893455,-6_01_14_17.tif
angola,2011,34,-5.869626998901367,14.0990571975708,17,-0.9669796,-5_86_14_09.tif
angola,2011,35,-5.872087001800537,13.439566612243652,37,-1.0252708,-5_87_13_43.tif
angola,2011,36,-5.89793586730957,13.408697128295898,37,-1.2417839,-5_89_13_40.tif
angola,2011,37,-12.106622695922852,16.69556999206543,25,-1.1428342,-12_1_16_69.tif
angola,2011,38,-12.186223983764648,16.745166778564453,35,-0.923072,-12_1_16_74.tif
angola,2011,39,-11.38343620300293,16.205631256103516,37,-0.6258485,-11_3_16_20.tif
angola,2011,40,-11.34277629852295,16.201751708984375,31,-1.0151771,-11_3_16_20.tif
angola,2011,41,-12.216218948364258,17.5173282623291,33,-0.98745567,-12_2_17_51.tif
angola,2011,42,-12.170703887939451,17.546886444091797,31,-1.138468,-12_1_17_54.tif
angola,2011,43,-12.131759643554688,17.92354393005371,32,-1.334456,-12_1_17_92.tif
angola,2011,45,-13.913492202758787,17.286134719848633,36,-1.3171909,-13_9_17_28.tif
angola,2011,46,-13.751458168029783,17.183673858642578,34,-1.2570183,-13_7_17_18.tif
angola,2011,47,-12.917320251464844,15.720189094543455,32,0.88385606,-12_9_15_72.tif
angola,2011,48,-12.74798583984375,15.76736068725586,30,0.2159259,-12_7_15_76.tif
angola,2011,49,-12.790960311889648,15.743494987487791,26,-0.16793853,-12_7_15_74.tif
angola,2011,50,-12.875445365905762,15.760207176208496,35,-0.21569687,-12_8_15_76.tif
angola,2011,51,-12.74325942993164,15.761831283569336,37,0.21406402,-12_7_15_76.tif
angola,2011,52,-12.772852897644045,15.756213188171388,34,0.27623963,-12_7_15_75.tif
angola,2011,53,-12.98455810546875,15.94345760345459,36,-0.05650587,-12_9_15_94.tif
angola,2011,54,-12.739749908447266,15.662196159362791,35,-0.41032577,-12_7_15_66.tif
angola,2011,55,-12.537665367126465,16.250486373901367,35,-0.83577746,-12_5_16_25.tif
angola,2011,56,-12.565216064453123,16.26175880432129,34,-0.9108066,-12_5_16_26.tif
angola,2011,57,-13.437459945678713,15.412270545959473,37,-0.8691003,-13_4_15_41.tif
angola,2011,58,-13.530546188354492,15.460572242736816,12,-0.97534615,-13_5_15_46.tif
angola,2011,60,-11.971577644348145,16.488122940063477,36,-0.83114624,-11_9_16_48.tif
angola,2011,61,-5.5644707679748535,12.200790405273438,32,0.94628197,-5_56_12_20.tif
angola,2011,62,-5.573740005493164,12.192002296447754,32,1.2258558,-5_57_12_19.tif
angola,2011,63,-9.52721118927002,16.338668823242188,37,0.59025913,-9_52_16_33.tif
angola,2011,64,-9.542977333068848,16.318552017211914,37,1.0886902,-9_54_16_31.tif
angola,2011,65,-9.692947387695312,14.432254791259766,37,0.89985454,-9_69_14_43.tif
angola,2011,66,-9.681389808654783,14.435283660888672,36,0.15538767,-9_68_14_43.tif
angola,2011,67,-7.6152801513671875,15.052982330322266,35,1.7723438,-7_61_15_05.tif
angola,2011,68,-7.619235992431641,15.061034202575684,37,1.3011552,-7_61_15_06.tif
angola,2011,69,-7.768683910369873,15.252056121826172,37,0.9675911,-7_76_15_25.tif
angola,2011,70,-7.774466037750244,15.251550674438477,37,0.63094926,-7_77_15_25.tif
angola,2011,71,-4.59333086013794,12.862202644348145,34,-0.031260427,-4_59_12_86.tif
angola,2011,72,-4.465606212615967,12.862363815307615,11,-0.7073033,-4_46_12_86.tif
angola,2011,73,-9.598896026611328,21.5810546875,36,-1.3273675,-9_59_21_58.tif
angola,2011,74,-9.055912017822266,21.48237991333008,24,-1.3120311,-9_05_21_48.tif
angola,2011,75,-10.556163787841797,22.03955841064453,37,-1.2307408,-10_5_22_03.tif
angola,2011,76,-10.55998420715332,22.166975021362305,37,-1.1368579,-10_5_22_16.tif
angola,2011,77,-11.210758209228516,19.821866989135746,37,-1.3230524,-11_2_19_82.tif
angola,2011,78,-11.150213241577148,19.79463195800781,28,-1.3465561,-11_1_19_79.tif
angola,2011,79,-7.695137977600098,21.3825740814209,37,-1.1085097,-7_69_21_38.tif
angola,2011,80,-7.728569030761719,21.314002990722656,37,-1.0280075,-7_72_21_31.tif
angola,2011,81,-7.368189811706543,20.80959129333496,37,-0.22863428,-7_36_20_80.tif
angola,2011,82,-7.384159088134766,20.79607391357422,37,-0.87403536,-7_38_20_79.tif
angola,2011,83,-9.761993408203123,19.657209396362305,36,-1.1213348,-9_76_19_65.tif
angola,2011,84,-9.72620677947998,19.6317081451416,36,-1.2149843,-9_72_19_63.tif
angola,2011,85,-9.500242233276367,17.4653377532959,37,-1.0372059,-9_50_17_46.tif
angola,2011,86,-9.498591423034668,17.830034255981445,37,-1.2263392,-9_49_17_83.tif
angola,2011,87,-9.568134307861328,16.201997756958008,36,-0.6806131,-9_56_16_20.tif
angola,2011,88,-9.661635398864746,16.297115325927734,37,-1.1558049,-9_66_16_29.tif
angola,2011,89,-9.469572067260742,16.1578311920166,29,-1.1216271,-9_46_16_15.tif
angola,2011,90,-9.445208549499512,16.15148162841797,21,-1.0558224,-9_44_16_15.tif
angola,2011,91,-8.354865074157715,16.118953704833984,24,-0.78481495,-8_35_16_11.tif
angola,2011,92,-8.37879753112793,16.11651611328125,21,-1.2815422,-8_37_16_11.tif
angola,2011,93,-8.809968948364258,16.79541015625,34,0.27568626,-8_80_16_79.tif
angola,2011,94,-8.82180404663086,16.767913818359375,37,-0.8748846,-8_82_16_76.tif
angola,2011,95,-8.495734214782715,16.40424346923828,29,-1.2372631,-8_49_16_40.tif
angola,2011,96,-8.520779609680176,16.361114501953125,24,-1.0111725,-8_52_16_36.tif
angola,2011,97,-10.972332954406738,17.549232482910156,36,-0.92209315,-10_9_17_54.tif
angola,2011,98,-10.999862670898438,17.564071655273438,31,-0.5756256,-10_9_17_56.tif
angola,2011,100,-9.48105239868164,16.859832763671875,33,-1.0281428,-9_48_16_85.tif
angola,2011,101,-9.271636962890623,15.235036849975586,34,-1.1011342,-9_27_15_23.tif
angola,2011,102,-9.253066062927246,15.241698265075684,28,-1.2142001,-9_25_15_24.tif
angola,2011,103,-8.177555084228516,15.379146575927734,37,-0.72886723,-8_17_15_37.tif
angola,2011,104,-8.205036163330078,15.397273063659668,35,-1.0815564,-8_20_15_39.tif
angola,2011,105,-8.896355628967285,15.599051475524902,35,-1.2281018,-8_89_15_59.tif
angola,2011,106,-8.989537239074707,15.580458641052246,26,-0.59479547,-8_98_15_58.tif
angola,2011,107,-7.790408134460449,15.392677307128906,37,-1.1033655,-7_79_15_39.tif
angola,2011,108,-8.029520034790039,15.57517147064209,31,-0.94973975,-8_02_15_57.tif
angola,2011,109,-6.066164016723633,15.087652206420898,37,0.12972672,-6_06_15_08.tif
angola,2011,110,-6.081504821777344,15.064407348632812,37,-0.51630914,-6_08_15_06.tif
angola,2011,111,-6.661050796508789,15.118610382080078,12,-0.6496262,-6_66_15_11.tif
angola,2011,112,-6.696078777313232,15.132539749145508,22,-0.5792798,-6_69_15_13.tif
angola,2011,113,-7.549676895141602,15.452349662780762,37,-1.141633,-7_54_15_45.tif
angola,2011,114,-7.2854509353637695,15.37735366821289,37,-1.2479407,-7_28_15_37.tif
angola,2011,115,-6.4927659034729,16.196565628051758,36,-1.0053066,-6_49_16_19.tif
angola,2011,116,-6.613551139831543,16.2437744140625,37,-0.9338697,-6_61_16_24.tif
angola,2011,117,-6.622738838195801,16.38507652282715,37,-0.92911977,-6_62_16_38.tif
angola,2011,118,-6.583590030670166,16.463289260864258,35,-0.94023496,-6_58_16_46.tif
angola,2011,119,-6.476820945739746,15.739398956298828,37,-1.0797062,-6_47_15_73.tif
angola,2011,120,-6.49636697769165,15.908479690551758,37,-1.0838524,-6_49_15_90.tif
angola,2011,121,-14.924358367919922,13.499334335327148,37,1.1360368,-14_9_13_49.tif
angola,2011,122,-14.921201705932615,13.495800018310549,36,1.6853482,-14_9_13_49.tif
angola,2011,123,-14.91641616821289,13.501423835754396,33,1.7526107,-14_9_13_50.tif
angola,2011,124,-14.926751136779783,13.49550724029541,35,1.5087944,-14_9_13_49.tif
angola,2011,125,-14.912080764770508,13.501653671264648,34,1.2831441,-14_9_13_50.tif
angola,2011,126,-14.92506504058838,13.495746612548828,35,1.5596746,-14_9_13_49.tif
angola,2011,127,-14.920750617980955,13.49378776550293,35,1.4558275,-14_9_13_49.tif
angola,2011,128,-14.916139602661133,13.508468627929688,32,1.6024854,-14_9_13_50.tif
angola,2011,129,-17.066421508789062,15.719676971435549,37,1.0331897,-17_0_15_71.tif
angola,2011,130,-17.069589614868164,15.705330848693848,37,1.3293341,-17_0_15_70.tif
angola,2011,131,-15.12193775177002,12.141942024230955,33,0.7826127,-15_1_12_14.tif
angola,2011,132,-15.193016052246094,12.161706924438477,32,1.9646878,-15_1_12_16.tif
angola,2011,133,-15.818079948425291,11.823659896850586,32,1.4078289,-15_8_11_82.tif
angola,2011,134,-15.79848861694336,11.856786727905272,34,1.1199471,-15_7_11_85.tif
angola,2011,135,-15.808055877685549,17.92141342163086,37,-1.1817697,-15_8_17_92.tif
angola,2011,136,-15.469868659973145,17.996156692504883,35,-0.8987107,-15_4_17_99.tif
angola,2011,137,-15.49809741973877,17.985790252685547,37,-0.91493404,-15_4_17_98.tif
angola,2011,138,-15.49970245361328,17.96920394897461,37,-0.91337895,-15_4_17_96.tif
angola,2011,139,-16.21900177001953,17.67609214782715,37,-1.318677,-16_2_17_67.tif
angola,2011,140,-15.812093734741213,17.51968002319336,24,-1.2967019,-15_8_17_51.tif
angola,2011,141,-15.87496566772461,17.406166076660156,13,-1.3526336,-15_8_17_40.tif
angola,2011,142,-15.300348281860352,17.354066848754883,25,-1.2359066,-15_3_17_35.tif
angola,2011,143,-16.296247482299805,22.04326057434082,37,-1.158066,-16_2_22_04.tif
angola,2011,144,-16.36345863342285,22.002347946166992,34,-1.1807908,-16_3_22_00.tif
angola,2011,145,-11.433788299560549,20.16740226745605,37,-0.89332503,-11_4_20_16.tif
angola,2011,146,-11.339520454406738,20.18408393859864,37,-0.6286733,-11_3_20_18.tif
angola,2011,147,-14.178898811340332,21.394237518310547,37,-1.0671613,-14_1_21_39.tif
angola,2011,148,-14.13503074645996,21.503646850585938,37,-1.0851346,-14_1_21_50.tif
angola,2011,149,-11.886975288391112,22.92499732971192,37,-1.1511375,-11_8_22_92.tif
angola,2011,150,-11.915084838867188,22.87683868408203,37,-1.0711787,-11_9_22_87.tif
angola,2011,151,-10.71915054321289,22.20210075378418,37,-0.25849494,-10_7_22_20.tif
angola,2011,152,-10.691040992736816,22.233158111572266,37,-0.0858409,-10_6_22_23.tif
angola,2011,153,-16.747716903686523,14.987153053283691,36,0.21416645,-16_7_14_98.tif
angola,2011,154,-16.68824005126953,15.016519546508787,12,-1.2172265,-16_6_15_01.tif
angola,2011,155,-17.107269287109375,14.73198127746582,37,-1.2587343,-17_1_14_73.tif
angola,2011,156,-17.277097702026367,14.60317611694336,36,-1.3512292,-17_2_14_60.tif
angola,2011,159,-16.569324493408203,13.93546199798584,37,-1.2186306,-16_5_13_93.tif
angola,2011,160,-16.432445526123047,13.87978458404541,31,-1.2897851,-16_4_13_87.tif
angola,2011,161,-15.052206039428713,13.563020706176758,30,-0.9943109,-15_0_13_56.tif
angola,2011,162,-15.05933952331543,13.557330131530762,37,-0.88169247,-15_0_13_55.tif
angola,2011,163,-14.703161239624023,13.85470199584961,37,-0.76052886,-14_7_13_85.tif
angola,2011,164,-14.700672149658203,13.857398986816406,37,-0.5699171,-14_7_13_85.tif
angola,2011,165,-15.352911949157717,13.98574924468994,37,-0.6572183,-15_3_13_98.tif
angola,2011,166,-15.374822616577148,14.003731727600098,37,-0.57003987,-15_3_14_00.tif
angola,2011,167,-13.848003387451172,14.492117881774902,36,-0.76425713,-13_8_14_49.tif
angola,2011,168,-13.858823776245115,14.50589656829834,37,-1.0903618,-13_8_14_50.tif
angola,2011,169,-14.854867935180664,14.541672706604004,37,-0.60463893,-14_8_14_54.tif
angola,2011,170,-14.829079627990724,14.543072700500488,32,-0.38236788,-14_8_14_54.tif
angola,2011,171,-14.744014739990234,15.02441692352295,36,-0.97157586,-14_7_15_02.tif
angola,2011,172,-14.78657341003418,14.932135581970217,37,-0.80924845,-14_7_14_93.tif
angola,2011,173,-14.22260284423828,14.877484321594238,37,-0.90058136,-14_2_14_87.tif
angola,2011,174,-14.009649276733398,14.97196102142334,37,-0.9054927,-14_0_14_97.tif
angola,2011,175,-15.753388404846191,13.883773803710938,37,-0.27188054,-15_7_13_88.tif
angola,2011,176,-15.750301361083984,13.865578651428224,37,-0.6590242,-15_7_13_86.tif
angola,2011,177,-15.785221099853516,12.099682807922363,36,-0.6944131,-15_7_12_09.tif
angola,2011,178,-15.784844398498535,12.102887153625488,34,-0.7838842,-15_7_12_10.tif
angola,2011,179,-14.117283821105955,13.235936164855955,32,-1.1233672,-14_1_13_23.tif
angola,2011,180,-14.08445167541504,13.298436164855955,31,-0.9303067,-14_0_13_29.tif
angola,2011,181,-8.817996978759766,13.233721733093262,27,1.9870638,-8_81_13_23.tif
angola,2011,182,-8.823097229003906,13.229825019836426,29,2.1762228,-8_82_13_22.tif
angola,2011,183,-8.816141128540039,13.236319541931152,34,2.1730695,-8_81_13_23.tif
angola,2011,184,-8.81340503692627,13.24410629272461,34,1.1368238,-8_81_13_24.tif
angola,2011,185,-8.840442657470703,13.224205017089844,34,1.7340238,-8_84_13_22.tif
angola,2011,186,-8.827519416809082,13.225790977478027,35,1.7528802,-8_82_13_22.tif
angola,2011,187,-8.846414566040039,13.224051475524902,22,1.820639,-8_84_13_22.tif
angola,2011,188,-8.875834465026855,13.231401443481444,28,1.3082284,-8_87_13_23.tif
angola,2011,189,-8.835868835449219,13.210838317871094,35,1.5215083,-8_83_13_21.tif
angola,2011,190,-8.832265853881836,13.221906661987305,30,1.8902326,-8_83_13_22.tif
angola,2011,191,-8.826286315917969,13.228104591369627,28,1.5424249,-8_82_13_22.tif
angola,2011,192,-8.833632469177246,13.229804039001465,26,1.4609066,-8_83_13_22.tif
angola,2011,193,-8.856284141540527,13.211204528808594,36,1.4097028,-8_85_13_21.tif
angola,2011,194,-8.874110221862793,13.197328567504885,33,1.3808674,-8_87_13_19.tif
angola,2011,195,-8.868386268615723,13.208145141601562,32,1.6078993,-8_86_13_20.tif
angola,2011,197,-8.82388973236084,13.248605728149414,35,1.2782949,-8_82_13_24.tif
angola,2011,198,-8.816697120666504,13.259242057800291,37,1.8501078,-8_81_13_25.tif
angola,2011,199,-8.815725326538086,13.26133155822754,37,1.1179882,-8_81_13_26.tif
angola,2011,200,-8.8119478225708,13.26625156402588,35,1.4541839,-8_81_13_26.tif
angola,2011,201,-8.813852310180664,13.254426956176758,28,2.015355,-8_81_13_25.tif
angola,2011,202,-8.809344291687012,13.26085090637207,36,1.9907836,-8_80_13_26.tif
angola,2011,203,-8.789044380187988,13.288926124572754,37,1.4790787,-8_78_13_28.tif
angola,2011,204,-8.806689262390137,13.295550346374512,37,1.0005661,-8_80_13_29.tif
angola,2011,205,-8.836159706115723,13.262736320495604,37,1.5279474,-8_83_13_26.tif
angola,2011,206,-8.836830139160156,13.267560958862305,33,1.758063,-8_83_13_26.tif
angola,2011,209,-8.846789360046387,13.243329048156738,36,1.8845018,-8_84_13_24.tif
angola,2011,210,-8.827347755432129,13.260334014892578,37,1.3035022,-8_82_13_26.tif
angola,2011,211,-8.847929954528809,13.24476432800293,37,1.2881593,-8_84_13_24.tif
angola,2011,212,-8.86583137512207,13.273651123046877,37,1.4960276,-8_86_13_27.tif
angola,2011,213,-8.86400032043457,13.240763664245604,32,1.0402751,-8_86_13_24.tif
angola,2011,214,-8.872390747070312,13.268747329711914,37,1.4666222,-8_87_13_26.tif
angola,2011,215,-8.864989280700684,13.27475643157959,37,1.5746851,-8_86_13_27.tif
angola,2011,216,-8.856465339660645,13.264120101928713,37,1.6600394,-8_85_13_26.tif
angola,2011,217,-8.882477760314941,13.24590015411377,37,1.4660269,-8_88_13_24.tif
angola,2011,218,-8.867515563964844,13.244991302490234,35,0.7692884,-8_86_13_24.tif
angola,2011,219,-8.83405590057373,13.209744453430176,35,1.4009789,-8_83_13_20.tif
angola,2011,220,-8.816916465759277,13.220078468322754,36,1.7973292,-8_81_13_22.tif
angola,2011,221,-9.004158020019531,13.205265998840332,32,0.1765865,-9_00_13_20.tif
angola,2011,222,-8.947240829467773,13.196158409118652,36,1.5662109,-8_94_13_19.tif
angola,2011,223,-8.78844928741455,13.343461036682127,36,1.173328,-8_78_13_34.tif
angola,2011,224,-8.780709266662598,13.371478080749512,35,0.97640395,-8_78_13_37.tif
angola,2011,225,-8.909398078918457,13.360441207885742,33,2.0165198,-8_90_13_36.tif
angola,2011,226,-8.911527633666992,13.354339599609377,34,0.8988683,-8_91_13_35.tif
angola,2011,227,-8.906168937683105,13.34717082977295,36,1.3725783,-8_90_13_34.tif
angola,2011,228,-8.924589157104492,13.351689338684082,35,1.1511713,-8_92_13_35.tif
angola,2011,229,-8.8729887008667,13.353200912475586,37,1.1662314,-8_87_13_35.tif
angola,2011,230,-8.914534568786621,13.352352142333984,34,1.0847222,-8_91_13_35.tif
angola,2011,231,-8.900099754333496,13.381235122680664,37,1.3383276,-8_90_13_38.tif
angola,2011,233,-8.788655281066895,13.312562942504885,35,1.2924665,-8_78_13_31.tif
angola,2011,234,-8.826404571533203,13.273062705993652,34,1.3948337,-8_82_13_27.tif
angola,2011,235,-8.80118465423584,13.282126426696776,31,2.0476491,-8_80_13_28.tif
angola,2011,236,-8.825430870056152,13.268596649169922,37,1.8397651,-8_82_13_26.tif
angola,2011,237,-8.800267219543457,13.336220741271973,33,1.3276635,-8_80_13_33.tif
angola,2011,238,-8.804814338684082,13.32205295562744,35,1.2380267,-8_80_13_32.tif
angola,2011,239,-8.799253463745117,13.330840110778809,35,1.2322022,-8_79_13_33.tif
angola,2011,240,-8.776135444641113,13.317465782165527,35,1.3270185,-8_77_13_31.tif
angola,2015,1,-12.101381301879885,14.140703201293944,26,-1.1326385,-12_1_14_14.tif
angola,2015,2,-9.663517951965332,20.37701416015625,26,0.6698427,-9_66_20_37.tif
angola,2015,3,-8.9288969039917,13.299542427062988,10,1.5155905,-8_92_13_29.tif
angola,2015,4,-14.287585258483888,17.621652603149414,26,-0.5591352,-14_2_17_62.tif
angola,2015,5,-14.211037635803224,13.546262741088867,26,-1.1861184,-14_2_13_54.tif
angola,2015,6,-5.562043190002441,12.211461067199709,25,1.5846177,-5_56_12_21.tif
angola,2015,7,-5.580165863037109,12.191222190856934,25,1.6973333,-5_58_12_19.tif
angola,2015,8,-12.3533353805542,14.778694152832031,22,0.08311084,-12_3_14_77.tif
angola,2015,9,-11.610190391540527,14.460758209228516,25,-0.95577794,-11_6_14_46.tif
angola,2015,10,-8.82819652557373,13.335399627685549,25,1.2438675,-8_82_13_33.tif
angola,2015,11,-8.888833045959473,13.353181838989258,23,1.7684237,-8_88_13_35.tif
angola,2015,12,-14.2363920211792,12.415433883666992,23,-0.4440743,-14_2_12_41.tif
angola,2015,13,-9.096903800964355,15.741175651550291,26,-1.061425,-9_09_15_74.tif
angola,2015,14,-14.666670799255373,17.68669319152832,26,-0.10826232,-14_6_17_68.tif
angola,2015,15,-14.92175579071045,13.510775566101074,26,1.714279,-14_9_13_51.tif
angola,2015,16,-8.908462524414062,20.25935173034668,26,-1.2488078,-8_90_20_25.tif
angola,2015,17,-12.275741577148438,16.026317596435547,26,-0.8464668,-12_2_16_02.tif
angola,2015,18,-9.553536415100098,16.389127731323242,26,1.148126,-9_55_16_38.tif
angola,2015,19,-13.705202102661133,14.597440719604492,26,-1.0938611,-13_7_14_59.tif
angola,2015,20,-15.341304779052734,21.485584259033203,26,-1.036482,-15_3_21_48.tif
angola,2015,21,-8.697084426879883,19.727542877197266,26,-1.3568355,-8_69_19_72.tif
angola,2015,22,-7.374192237854004,20.809690475463867,23,1.8061017,-7_37_20_80.tif
angola,2015,23,-8.910589218139648,13.45499038696289,24,0.68549305,-8_91_13_45.tif
angola,2015,24,-10.561232566833496,17.424434661865234,26,-0.7654207,-10_5_17_42.tif
angola,2015,25,-8.88134765625,13.315149307250977,26,1.7518587,-8_88_13_31.tif
angola,2015,26,-6.819461822509766,13.327338218688965,19,0.82195,-6_81_13_32.tif
angola,2015,27,-10.15190315246582,19.26474571228028,26,-0.54857486,-10_1_19_26.tif
angola,2015,28,-8.46119213104248,20.715330123901367,25,-0.2809092,-8_46_20_71.tif
angola,2015,29,-10.403526306152344,15.529565811157228,16,-0.79047894,-10_4_15_52.tif
angola,2015,30,-9.643510818481444,20.40518379211425,26,-0.1320091,-9_64_20_40.tif
angola,2015,31,-12.379010200500488,16.9205379486084,25,0.3179624,-12_3_16_92.tif
angola,2015,32,-14.338805198669434,14.955618858337402,26,-0.6996906,-14_3_14_95.tif
angola,2015,33,-8.883893966674805,13.22059440612793,22,1.4792907,-8_88_13_22.tif
angola,2015,34,-8.586355209350586,13.656794548034668,26,1.3120643,-8_58_13_65.tif
angola,2015,35,-9.67474365234375,20.379196166992188,26,-0.24261852,-9_67_20_37.tif
angola,2015,36,-9.531623840332031,16.334123611450195,26,1.3783981,-9_53_16_33.tif
angola,2015,37,-13.268224716186523,16.286991119384766,23,-1.1094804,-13_2_16_28.tif
angola,2015,38,-12.538077354431152,13.486180305480955,23,1.1166149,-12_5_13_48.tif
angola,2015,39,-10.080320358276367,17.556974411010742,23,-0.4235197,-10_0_17_55.tif
angola,2015,40,-13.970785140991213,13.68150234222412,26,-1.2127905,-13_9_13_68.tif
angola,2015,41,-14.744742393493652,17.723520278930664,26,-0.7996687,-14_7_17_72.tif
angola,2015,42,-8.924552917480469,13.172158241271973,26,1.9214829,-8_92_13_17.tif
angola,2015,43,-9.045968055725098,16.0007381439209,25,-0.69698584,-9_04_16_00.tif
angola,2015,44,-8.879486083984375,13.295111656188965,15,1.7813367,-8_87_13_29.tif
angola,2015,45,-9.685428619384766,14.441534042358398,23,1.1525501,-9_68_14_44.tif
angola,2015,46,-12.473333358764648,14.156655311584473,23,-0.8073603,-12_4_14_15.tif
angola,2015,47,-15.210033416748049,12.164756774902344,26,0.36473402,-15_2_12_16.tif
angola,2015,48,-13.592402458190918,13.946598052978516,24,0.19777896,-13_5_13_94.tif
angola,2015,49,-15.11701774597168,12.150390625,25,-0.1559202,-15_1_12_15.tif
angola,2015,50,-17.048686981201172,16.503162384033203,26,-1.052314,-17_0_16_50.tif
angola,2015,51,-8.46601676940918,15.260658264160156,24,-0.44262567,-8_46_15_26.tif
angola,2015,52,-11.112560272216797,23.708106994628903,18,-0.77709967,-11_1_23_70.tif
angola,2015,53,-6.149139881134033,12.359349250793455,17,0.8641911,-6_14_12_35.tif
angola,2015,54,-9.67714500427246,20.395767211914062,26,0.76602787,-9_67_20_39.tif
angola,2015,55,-6.257806777954102,14.215439796447754,18,-0.0072116815,-6_25_14_21.tif
angola,2015,56,-10.89942741394043,16.09143829345703,19,-0.6128539,-10_8_16_09.tif
angola,2015,57,-6.107200145721436,14.62884521484375,25,-0.0651742,-6_10_14_62.tif
angola,2015,58,-9.551154136657717,16.360042572021484,23,1.1340973,-9_55_16_36.tif
angola,2015,59,-12.75725269317627,15.756708145141602,20,1.8371692,-12_7_15_75.tif
angola,2015,60,-8.42410945892334,20.735780715942383,23,0.6838541,-8_42_20_73.tif
angola,2015,61,-15.186578750610352,12.172009468078612,26,1.611539,-15_1_12_17.tif
angola,2015,62,-12.647649765014648,13.3772554397583,25,0.9292605,-12_6_13_37.tif
angola,2015,63,-9.004046440124512,20.41294860839844,26,-0.77181244,-9_00_20_41.tif
angola,2015,64,-8.780813217163086,18.00381088256836,20,-0.4809178,-8_78_18_00.tif
angola,2015,65,-17.193086624145508,15.590494155883787,24,-0.77288526,-17_1_15_59.tif
angola,2015,66,-8.808396339416504,13.336739540100098,21,1.2478139,-8_80_13_33.tif
angola,2015,67,-4.766243934631348,12.510689735412598,21,0.51015,-4_76_12_51.tif
angola,2015,68,-8.845365524291992,13.326871871948242,26,1.3035235,-8_84_13_32.tif
angola,2015,69,-8.888917922973633,13.483641624450684,26,2.115924,-8_88_13_48.tif
angola,2015,70,-15.224634170532228,12.176025390625,25,0.48588473,-15_2_12_17.tif
angola,2015,71,-6.136926174163818,12.354740142822266,20,0.3528143,-6_13_12_35.tif
angola,2015,72,-9.32007122039795,14.906134605407717,25,1.3553777,-9_32_14_90.tif
angola,2015,73,-11.756710052490234,19.92208671569824,22,0.46677342,-11_7_19_92.tif
angola,2015,74,-6.142471790313721,12.359700202941896,20,0.91475946,-6_14_12_35.tif
angola,2015,75,-7.487094879150391,16.225419998168945,26,-1.0396798,-7_48_16_22.tif
angola,2015,76,-8.615344047546387,13.546772956848145,25,1.0188468,-8_61_13_54.tif
angola,2015,77,-4.653519153594971,12.731428146362305,17,0.23624001,-4_65_12_73.tif
