country,year,cluster,lat,lon,households,wealthpooled
angola,2011,80,-7.728569030761719,21.314002990722656,37,-1.0280075
angola,2011,81,-7.368189811706543,20.80959129333496,37,-0.22863428
angola,2011,82,-7.384159088134766,20.79607391357422,37,-0.87403536
angola,2011,83,-9.761993408203123,19.657209396362305,36,-1.1213348
angola,2011,84,-9.72620677947998,19.6317081451416,36,-1.2149843
angola,2011,85,-9.500242233276367,17.4653377532959,37,-1.0372059
angola,2011,86,-9.498591423034668,17.830034255981445,37,-1.2263392
angola,2011,87,-9.568134307861328,16.201997756958008,36,-0.6806131
angola,2011,88,-9.661635398864746,16.297115325927734,37,-1.1558049
angola,2011,89,-9.469572067260742,16.1578311920166,29,-1.1216271
angola,2011,90,-9.445208549499512,16.15148162841797,21,-1.0558224
angola,2011,91,-8.354865074157715,16.118953704833984,24,-0.78481495
angola,2011,92,-8.37879753112793,16.11651611328125,21,-1.2815422
angola,2011,93,-8.809968948364258,16.79541015625,34,0.27568626
angola,2011,94,-8.82180404663086,16.767913818359375,37,-0.8748846
angola,2011,95,-8.495734214782715,16.40424346923828,29,-1.2372631
angola,2011,96,-8.520779609680176,16.361114501953125,24,-1.0111725
angola,2011,97,-10.972332954406738,17.549232482910156,36,-0.92209315
angola,2011,98,-10.999862670898438,17.564071655273438,31,-0.5756256
angola,2011,100,-9.48105239868164,16.859832763671875,33,-1.0281428
angola,2011,101,-9.271636962890623,15.235036849975586,34,-1.1011342
angola,2011,102,-9.253066062927246,15.241698265075684,28,-1.2142001
angola,2011,103,-8.177555084228516,15.379146575927734,37,-0.72886723
angola,2011,104,-8.205036163330078,15.397273063659668,35,-1.0815564
angola,2011,105,-8.896355628967285,15.599051475524902,35,-1.2281018
angola,2011,106,-8.989537239074707,15.580458641052246,26,-0.59479547
angola,2011,107,-7.790408134460449,15.392677307128906,37,-1.1033655
angola,2011,108,-8.029520034790039,15.57517147064209,31,-0.94973975
angola,2011,109,-6.066164016723633,15.087652206420898,37,0.12972672
angola,2011,110,-6.081504821777344,15.064407348632812,37,-0.51630914
angola,2011,111,-6.661050796508789,15.118610382080078,12,-0.6496262
angola,2011,112,-6.696078777313232,15.132539749145508,22,-0.5792798
angola,2011,113,-7.549676895141602,15.452349662780762,37,-1.141633
angola,2011,114,-7.2854509353637695,15.37735366821289,37,-1.2479407
angola,2011,115,-6.4927659034729,16.196565628051758,36,-1.0053066
angola,2011,116,-6.613551139831543,16.2437744140625,37,-0.9338697
angola,2011,117,-6.622738838195801,16.38507652282715,37,-0.92911977
angola,2011,118,-6.583590030670166,16.463289260864258,35,-0.94023496
angola,2011,119,-6.476820945739746,15.739398956298828,37,-1.0797062
angola,2011,120,-6.49636697769165,15.908479690551758,37,-1.0838524
angola,2011,121,-14.924358367919922,13.499334335327148,37,1.1360368
angola,2011,122,-14.921201705932615,13.495800018310549,36,1.6853482
angola,2011,123,-14.91641616821289,13.501423835754396,33,1.7526107
angola,2011,124,-14.926751136779783,13.49550724029541,35,1.5087944
angola,2011,125,-14.912080764770508,13.501653671264648,34,1.2831441
angola,2011,126,-14.92506504058838,13.495746612548828,35,1.5596746
angola,2011,127,-14.920750617980955,13.49378776550293,35,1.4558275
angola,2011,128,-14.916139602661133,13.508468627929688,32,1.6024854
angola,2011,129,-17.066421508789062,15.719676971435549,37,1.0331897
angola,2011,130,-17.069589614868164,15.705330848693848,37,1.3293341
angola,2011,131,-15.12193775177002,12.141942024230955,33,0.7826127
angola,2011,132,-15.193016052246094,12.161706924438477,32,1.9646878
angola,2011,133,-15.818079948425291,11.823659896850586,32,1.4078289
angola,2011,134,-15.79848861694336,11.856786727905272,34,1.1199471
angola,2011,135,-15.808055877685549,17.92141342163086,37,-1.1817697
angola,2011,136,-15.469868659973145,17.996156692504883,35,-0.8987107
angola,2011,137,-15.49809741973877,17.985790252685547,37,-0.91493404
angola,2011,138,-15.49970245361328,17.96920394897461,37,-0.91337895
angola,2011,139,-16.21900177001953,17.67609214782715,37,-1.318677
angola,2011,140,-15.812093734741213,17.51968002319336,24,-1.2967019
angola,2011,141,-15.87496566772461,17.406166076660156,13,-1.3526336
angola,2011,142,-15.300348281860352,17.354066848754883,25,-1.2359066
angola,2011,143,-16.296247482299805,22.04326057434082,37,-1.158066
angola,2011,144,-16.36345863342285,22.002347946166992,34,-1.1807908
angola,2011,145,-11.433788299560549,20.16740226745605,37,-0.89332503
angola,2011,146,-11.339520454406738,20.18408393859864,37,-0.6286733
angola,2011,147,-14.178898811340332,21.394237518310547,37,-1.0671613
angola,2011,148,-14.13503074645996,21.503646850585938,37,-1.0851346
angola,2011,149,-11.886975288391112,22.92499732971192,37,-1.1511375
angola,2011,150,-11.915084838867188,22.87683868408203,37,-1.0711787
angola,2011,151,-10.71915054321289,22.20210075378418,37,-0.25849494
angola,2011,152,-10.691040992736816,22.233158111572266,37,-0.0858409
angola,2011,153,-16.747716903686523,14.987153053283691,36,0.21416645
angola,2011,154,-16.68824005126953,15.016519546508787,12,-1.2172265
angola,2011,155,-17.107269287109375,14.73198127746582,37,-1.2587343
angola,2011,156,-17.277097702026367,14.60317611694336,36,-1.3512292
angola,2011,159,-16.569324493408203,13.93546199798584,37,-1.2186306
angola,2011,160,-16.432445526123047,13.87978458404541,31,-1.2897851
angola,2011,161,-15.052206039428713,13.563020706176758,30,-0.9943109
angola,2011,162,-15.05933952331543,13.557330131530762,37,-0.88169247
angola,2011,163,-14.703161239624023,13.85470199584961,37,-0.76052886
angola,2011,164,-14.700672149658203,13.857398986816406,37,-0.5699171
angola,2011,165,-15.352911949157717,13.98574924468994,37,-0.6572183
angola,2011,166,-15.374822616577148,14.003731727600098,37,-0.57003987
angola,2011,167,-13.848003387451172,14.492117881774902,36,-0.76425713
angola,2011,168,-13.858823776245115,14.50589656829834,37,-1.0903618
angola,2011,169,-14.854867935180664,14.541672706604004,37,-0.60463893
angola,2011,170,-14.829079627990724,14.543072700500488,32,-0.38236788
angola,2011,171,-14.744014739990234,15.02441692352295,36,-0.97157586
angola,2011,172,-14.78657341003418,14.932135581970217,37,-0.80924845
angola,2011,173,-14.22260284423828,14.877484321594238,37,-0.90058136
angola,2011,174,-14.009649276733398,14.97196102142334,37,-0.9054927
angola,2011,175,-15.753388404846191,13.883773803710938,37,-0.27188054
angola,2011,176,-15.750301361083984,13.865578651428224,37,-0.6590242
angola,2011,177,-15.785221099853516,12.099682807922363,36,-0.6944131
angola,2011,178,-15.784844398498535,12.102887153625488,34,-0.7838842
angola,2011,179,-14.117283821105955,13.235936164855955,32,-1.1233672
angola,2011,180,-14.08445167541504,13.298436164855955,31,-0.9303067
angola,2011,181,-8.817996978759766,13.233721733093262,27,1.9870638
angola,2011,182,-8.823097229003906,13.229825019836426,29,2.1762228
angola,2011,183,-8.816141128540039,13.236319541931152,34,2.1730695
angola,2011,184,-8.81340503692627,13.24410629272461,34,1.1368238
angola,2011,185,-8.840442657470703,13.224205017089844,34,1.7340238
angola,2011,186,-8.827519416809082,13.225790977478027,35,1.7528802
angola,2011,187,-8.846414566040039,13.224051475524902,22,1.820639
angola,2011,188,-8.875834465026855,13.231401443481444,28,1.3082284
angola,2011,189,-8.835868835449219,13.210838317871094,35,1.5215083
angola,2011,190,-8.832265853881836,13.221906661987305,30,1.8902326
angola,2011,191,-8.826286315917969,13.228104591369627,28,1.5424249
angola,2011,192,-8.833632469177246,13.229804039001465,26,1.4609066
angola,2011,193,-8.856284141540527,13.211204528808594,36,1.4097028
angola,2011,194,-8.874110221862793,13.197328567504885,33,1.3808674
angola,2011,195,-8.868386268615723,13.208145141601562,32,1.6078993
angola,2011,197,-8.82388973236084,13.248605728149414,35,1.2782949
angola,2011,198,-8.816697120666504,13.259242057800291,37,1.8501078
angola,2011,199,-8.815725326538086,13.26133155822754,37,1.1179882
angola,2011,200,-8.8119478225708,13.26625156402588,35,1.4541839
angola,2011,201,-8.813852310180664,13.254426956176758,28,2.015355
angola,2011,202,-8.809344291687012,13.26085090637207,36,1.9907836
angola,2011,203,-8.789044380187988,13.288926124572754,37,1.4790787
angola,2011,204,-8.806689262390137,13.295550346374512,37,1.0005661
angola,2011,205,-8.836159706115723,13.262736320495604,37,1.5279474
angola,2011,206,-8.836830139160156,13.267560958862305,33,1.758063
angola,2011,209,-8.846789360046387,13.243329048156738,36,1.8845018
angola,2011,210,-8.827347755432129,13.260334014892578,37,1.3035022
angola,2011,211,-8.847929954528809,13.24476432800293,37,1.2881593
angola,2011,212,-8.86583137512207,13.273651123046877,37,1.4960276
angola,2011,213,-8.86400032043457,13.240763664245604,32,1.0402751
angola,2011,214,-8.872390747070312,13.268747329711914,37,1.4666222
angola,2011,215,-8.864989280700684,13.27475643157959,37,1.5746851
angola,2011,216,-8.856465339660645,13.264120101928713,37,1.6600394
angola,2011,217,-8.882477760314941,13.24590015411377,37,1.4660269
angola,2011,218,-8.867515563964844,13.244991302490234,35,0.7692884
angola,2011,219,-8.83405590057373,13.209744453430176,35,1.4009789
angola,2011,220,-8.816916465759277,13.220078468322754,36,1.7973292
angola,2011,221,-9.004158020019531,13.205265998840332,32,0.1765865
angola,2011,222,-8.947240829467773,13.196158409118652,36,1.5662109
angola,2011,223,-8.78844928741455,13.343461036682127,36,1.173328
angola,2011,224,-8.780709266662598,13.371478080749512,35,0.97640395
angola,2011,225,-8.909398078918457,13.360441207885742,33,2.0165198
angola,2011,226,-8.911527633666992,13.354339599609377,34,0.8988683
angola,2011,227,-8.906168937683105,13.34717082977295,36,1.3725783
angola,2011,228,-8.924589157104492,13.351689338684082,35,1.1511713
angola,2011,229,-8.8729887008667,13.353200912475586,37,1.1662314
angola,2011,230,-8.914534568786621,13.352352142333984,34,1.0847222
angola,2011,231,-8.900099754333496,13.381235122680664,37,1.3383276
angola,2011,233,-8.788655281066895,13.312562942504885,35,1.2924665
angola,2011,234,-8.826404571533203,13.273062705993652,34,1.3948337
angola,2011,235,-8.80118465423584,13.282126426696776,31,2.0476491
angola,2011,236,-8.825430870056152,13.268596649169922,37,1.8397651
angola,2011,237,-8.800267219543457,13.336220741271973,33,1.3276635
angola,2011,238,-8.804814338684082,13.32205295562744,35,1.2380267
angola,2011,239,-8.799253463745117,13.330840110778809,35,1.2322022
angola,2011,240,-8.776135444641113,13.317465782165527,35,1.3270185
angola,2015,1,-12.101381301879885,14.140703201293944,26,-1.1326385
angola,2015,2,-9.663517951965332,20.37701416015625,26,0.6698427
angola,2015,3,-8.9288969039917,13.299542427062988,10,1.5155905
angola,2015,4,-14.287585258483888,17.621652603149414,26,-0.5591352
angola,2015,5,-14.211037635803224,13.546262741088867,26,-1.1861184
angola,2015,6,-5.562043190002441,12.211461067199709,25,1.5846177
angola,2015,7,-5.580165863037109,12.191222190856934,25,1.6973333
angola,2015,8,-12.3533353805542,14.778694152832031,22,0.08311084
angola,2015,9,-11.610190391540527,14.460758209228516,25,-0.95577794
angola,2015,10,-8.82819652557373,13.335399627685549,25,1.2438675
angola,2015,11,-8.888833045959473,13.353181838989258,23,1.7684237
angola,2015,12,-14.2363920211792,12.415433883666992,23,-0.4440743
angola,2015,13,-9.096903800964355,15.741175651550291,26,-1.061425
angola,2015,14,-14.666670799255373,17.68669319152832,26,-0.10826232
angola,2015,15,-14.92175579071045,13.510775566101074,26,1.714279
angola,2015,16,-8.908462524414062,20.25935173034668,26,-1.2488078
angola,2015,17,-12.275741577148438,16.026317596435547,26,-0.8464668
angola,2015,18,-9.553536415100098,16.389127731323242,26,1.148126
angola,2015,19,-13.705202102661133,14.597440719604492,26,-1.0938611
angola,2015,20,-15.341304779052734,21.485584259033203,26,-1.036482
angola,2015,21,-8.697084426879883,19.727542877197266,26,-1.3568355
angola,2015,22,-7.374192237854004,20.809690475463867,23,1.8061017
angola,2015,23,-8.910589218139648,13.45499038696289,24,0.68549305
angola,2015,24,-10.561232566833496,17.424434661865234,26,-0.7654207
angola,2015,25,-8.88134765625,13.315149307250977,26,1.7518587
angola,2015,26,-6.819461822509766,13.327338218688965,19,0.82195
angola,2015,27,-10.15190315246582,19.26474571228028,26,-0.54857486
angola,2015,28,-8.46119213104248,20.715330123901367,25,-0.2809092
angola,2015,29,-10.403526306152344,15.529565811157228,16,-0.79047894
angola,2015,30,-9.643510818481444,20.40518379211425,26,-0.1320091
angola,2015,31,-12.379010200500488,16.9205379486084,25,0.3179624
angola,2015,32,-14.338805198669434,14.955618858337402,26,-0.6996906
angola,2015,33,-8.883893966674805,13.22059440612793,22,1.4792907
angola,2015,34,-8.586355209350586,13.656794548034668,26,1.3120643
angola,2015,35,-9.67474365234375,20.379196166992188,26,-0.24261852
angola,2015,36,-9.531623840332031,16.334123611450195,26,1.3783981
angola,2015,37,-13.268224716186523,16.286991119384766,23,-1.1094804
angola,2015,38,-12.538077354431152,13.486180305480955,23,1.1166149
angola,2015,39,-10.080320358276367,17.556974411010742,23,-0.4235197
angola,2015,40,-13.970785140991213,13.68150234222412,26,-1.2127905
angola,2015,41,-14.744742393493652,17.723520278930664,26,-0.7996687
angola,2015,42,-8.924552917480469,13.172158241271973,26,1.9214829
angola,2015,43,-9.045968055725098,16.0007381439209,25,-0.69698584
angola,2015,44,-8.879486083984375,13.295111656188965,15,1.7813367
angola,2015,45,-9.685428619384766,14.441534042358398,23,1.1525501
angola,2015,46,-12.473333358764648,14.156655311584473,23,-0.8073603
angola,2015,47,-15.210033416748049,12.164756774902344,26,0.36473402
angola,2015,48,-13.592402458190918,13.946598052978516,24,0.19777896
angola,2015,49,-15.11701774597168,12.150390625,25,-0.1559202
angola,2015,50,-17.048686981201172,16.503162384033203,26,-1.052314
angola,2015,51,-8.46601676940918,15.260658264160156,24,-0.44262567
angola,2015,52,-11.112560272216797,23.708106994628903,18,-0.77709967
angola,2015,53,-6.149139881134033,12.359349250793455,17,0.8641911
angola,2015,54,-9.67714500427246,20.395767211914062,26,0.76602787
angola,2015,55,-6.257806777954102,14.215439796447754,18,-0.0072116815
angola,2015,56,-10.89942741394043,16.09143829345703,19,-0.6128539
angola,2015,57,-6.107200145721436,14.62884521484375,25,-0.0651742
angola,2015,58,-9.551154136657717,16.360042572021484,23,1.1340973
angola,2015,59,-12.75725269317627,15.756708145141602,20,1.8371692
angola,2015,60,-8.42410945892334,20.735780715942383,23,0.6838541
angola,2015,61,-15.186578750610352,12.172009468078612,26,1.611539
angola,2015,62,-12.647649765014648,13.3772554397583,25,0.9292605
angola,2015,63,-9.004046440124512,20.41294860839844,26,-0.77181244
angola,2015,64,-8.780813217163086,18.00381088256836,20,-0.4809178
angola,2015,65,-17.193086624145508,15.590494155883787,24,-0.77288526
angola,2015,66,-8.808396339416504,13.336739540100098,21,1.2478139
angola,2015,67,-4.766243934631348,12.510689735412598,21,0.51015
angola,2015,68,-8.845365524291992,13.326871871948242,26,1.3035235
angola,2015,69,-8.888917922973633,13.483641624450684,26,2.115924
angola,2015,70,-15.224634170532228,12.176025390625,25,0.48588473
angola,2015,71,-6.136926174163818,12.354740142822266,20,0.3528143
angola,2015,72,-9.32007122039795,14.906134605407717,25,1.3553777
angola,2015,73,-11.756710052490234,19.92208671569824,22,0.46677342
angola,2015,74,-6.142471790313721,12.359700202941896,20,0.91475946
angola,2015,75,-7.487094879150391,16.225419998168945,26,-1.0396798
angola,2015,76,-8.615344047546387,13.546772956848145,25,1.0188468
angola,2015,77,-4.653519153594971,12.731428146362305,17,0.23624001
angola,2015,78,-6.613280773162842,15.776277542114258,25,-1.0000894
angola,2015,79,-15.644770622253418,20.891849517822266,25,-0.7446426
angola,2015,80,-8.44192123413086,20.71782493591309,25,-0.5438789
angola,2015,81,-12.58614730834961,13.427717208862305,25,1.4651384
angola,2015,82,-5.601466178894043,12.19175624847412,25,1.5684042
angola,2015,83,-15.20057773590088,12.168685913085938,26,1.3404804
angola,2015,84,-17.957550048828125,20.938077926635746,26,-1.1475629
angola,2015,85,-10.71006965637207,22.21361351013184,21,-0.3310722
angola,2015,86,-11.775802612304688,19.90025520324707,26,1.2820568
angola,2015,87,-12.431779861450195,16.778167724609375,16,-0.5224841
angola,2015,88,-15.14260196685791,12.177360534667969,24,0.76053286
angola,2015,89,-17.77816390991211,19.18732261657715,26,-0.9101664
angola,2015,90,-15.014206886291504,19.03006172180176,26,-1.2799233
angola,2015,91,-12.528703689575195,15.809659004211426,23,-0.10018103
angola,2015,92,-15.800168991088867,11.858776092529297,26,1.157022
angola,2015,93,-9.330304145812988,14.243508338928224,26,-0.89736354
angola,2015,94,-7.617862224578857,15.02248764038086,21,1.214196
angola,2015,95,-9.562790870666504,16.32465171813965,26,-0.19208717
angola,2015,96,-13.81975269317627,21.485633850097656,26,-1.1124182
angola,2015,97,-13.059614181518556,15.782794952392578,26,-0.6025195
angola,2015,98,-6.362545967102051,16.414453506469727,21,-1.25081
angola,2015,100,-15.186027526855469,12.160148620605469,26,1.9082205
angola,2015,101,-9.268569946289062,15.229293823242188,23,0.62846315
angola,2015,102,-12.472245216369627,16.470441818237305,26,-0.95384896
angola,2015,103,-13.361193656921388,14.13088035583496,26,-1.0897921
angola,2015,104,-7.51646089553833,15.69967555999756,26,-0.94737977
angola,2015,105,-6.021910190582275,15.757820129394531,26,-1.1558936
angola,2015,106,-14.747983932495115,14.979619026184082,19,1.2346643
angola,2015,107,-17.033552169799805,14.824684143066406,25,-1.2498082
angola,2015,108,-9.019286155700684,13.114102363586426,26,1.0378938
angola,2015,109,-9.536969184875488,17.78868293762207,20,-0.76109964
angola,2015,110,-17.294477462768555,16.029035568237305,26,-1.0014055
angola,2015,111,-7.399771213531494,20.82280921936035,16,0.742146
angola,2015,112,-8.910408020019531,13.26435661315918,26,1.9796988
angola,2015,113,-9.027421951293944,13.386716842651367,18,1.0735768
angola,2015,114,-16.18049430847168,15.78588581085205,26,-0.81663275
angola,2015,115,-7.220066070556641,12.865750312805176,25,0.35613403
angola,2015,116,-16.75889778137207,15.877737998962402,26,-0.8042274
angola,2015,117,-6.36395788192749,16.657312393188477,24,-1.1708288
angola,2015,118,-7.620020866394043,16.177562713623047,26,-1.214926
angola,2015,119,-7.594098091125488,15.039044380187988,25,0.6087864
angola,2015,120,-13.042308807373049,14.263358116149902,26,-0.24868518
angola,2015,121,-5.607513904571533,12.200820922851562,25,0.9120639
angola,2015,122,-11.970251083374023,14.06347942352295,25,-0.69833195
angola,2015,123,-11.866695404052734,15.54128646850586,26,-0.6302756
angola,2015,124,-5.593386173248291,12.206088066101074,21,1.7059335
angola,2015,125,-8.751703262329102,15.380682945251465,26,0.6427256
angola,2015,126,-8.804701805114746,13.284991264343262,26,1.6112494
angola,2015,127,-12.126116752624512,17.611249923706055,26,-1.309817
angola,2015,128,-9.679306983947754,14.427823066711426,22,1.0624796
angola,2015,129,-8.54645824432373,15.31149196624756,25,-0.6428413
angola,2015,130,-11.368861198425291,16.136430740356445,26,-1.0093243
angola,2015,131,-12.225833892822266,20.37485694885254,26,-1.1541167
angola,2015,132,-5.563621997833252,12.21022891998291,23,1.3425356
angola,2015,133,-9.669556617736816,20.367843627929688,21,-0.4987446
angola,2015,134,-8.806110382080078,13.277665138244627,26,1.6770731
angola,2015,135,-8.589804649353027,13.640789031982422,23,1.198
angola,2015,136,-10.956055641174316,14.58749294281006,25,-0.7880734
angola,2015,137,-16.318796157836914,12.613799095153809,25,-1.3383317
angola,2015,138,-8.880109786987305,13.385518074035645,24,1.6867499
angola,2015,139,-15.599006652832031,13.41727066040039,25,-1.2410597
angola,2015,140,-12.222152709960938,16.64470672607422,26,-0.48912865
angola,2015,141,-6.069252014160156,15.127256393432615,24,0.2455826
angola,2015,142,-12.748933792114258,15.683733940124512,25,0.31842086
angola,2015,143,-8.886009216308594,13.294562339782717,23,0.8474821
angola,2015,144,-12.75755500793457,15.735795021057127,24,0.24092889
angola,2015,145,-12.745171546936035,15.76838207244873,21,0.13460636
angola,2015,146,-9.48482608795166,20.376951217651367,26,-0.89061797
angola,2015,147,-17.371023178100586,15.890686988830566,22,0.07701314
angola,2015,148,-15.190237045288086,12.185572624206545,26,0.47193128
angola,2015,149,-11.66812229156494,14.14769172668457,24,-1.0834582
angola,2015,150,-11.89030933380127,16.984376907348633,26,-1.0334173
angola,2015,151,-7.239460945129394,12.880278587341309,25,0.3867296
angola,2015,152,-6.126774787902832,12.340730667114258,22,1.3528467
angola,2015,153,-11.750667572021484,19.654027938842773,25,-0.8337672
angola,2015,154,-11.653346061706545,20.51876449584961,26,-0.87705535
angola,2015,155,-15.178038597106934,13.756170272827148,26,-0.6290587
angola,2015,156,-8.878203392028809,13.228433609008787,16,1.3878754
angola,2015,157,-14.134700775146484,13.539748191833496,26,-1.0047325
angola,2015,158,-7.718385219573975,14.122618675231934,21,-0.9936902
angola,2015,159,-11.030280113220217,17.056840896606445,26,-0.6014915
angola,2015,160,-6.136622905731201,12.37994384765625,22,0.69606566
angola,2015,161,-14.668789863586426,17.660465240478516,25,0.11880404
angola,2015,162,-5.632512092590332,12.17568016052246,25,1.0082599
angola,2015,163,-8.763538360595703,13.302934646606444,26,1.5605417
angola,2015,164,-14.94981861114502,13.4732666015625,26,0.727335
angola,2015,165,-13.166214942932127,15.196274757385254,26,-0.55000144
angola,2015,166,-16.70912742614746,15.839561462402344,23,-0.7999896
angola,2015,167,-8.977461814880371,13.157575607299805,22,0.69526017
angola,2015,168,-7.563906192779541,15.018430709838867,25,-0.68891245
angola,2015,169,-8.592544555664062,13.654424667358398,19,1.2601187
angola,2015,170,-15.188462257385254,12.152522087097168,26,1.8187321
angola,2015,171,-12.371357917785645,13.590601921081545,23,1.5828836
angola,2015,172,-13.619157791137695,14.68723487854004,26,-0.7904548
angola,2015,173,-14.908193588256836,13.493841171264648,26,1.5818355
angola,2015,174,-14.35041618347168,13.190048217773438,26,-1.0846765
angola,2015,175,-6.031846046447754,14.137271881103516,15,-0.27563113
angola,2015,176,-6.972607135772705,16.14252281188965,24,-1.0071305
angola,2015,177,-11.92963409423828,15.808366775512695,26,-0.8753028
angola,2015,178,-6.342172145843506,16.35016632080078,25,-1.0959177
angola,2015,179,-8.656837463378906,16.532001495361328,24,0.40037495
angola,2015,180,-7.7960100173950195,15.235779762268066,24,-0.77459747
angola,2015,181,-13.436206817626951,18.883575439453125,26,-0.7771598
angola,2015,182,-9.683938026428224,20.393701553344727,26,-0.40056512
angola,2015,183,-14.104494094848633,21.425386428833008,26,-0.6416091
angola,2015,184,-10.81832504272461,14.419114112854004,26,-0.34080324
angola,2015,185,-9.51810073852539,16.273401260375977,23,0.11861146
angola,2015,186,-8.918548583984375,13.234823226928713,24,1.5609242
angola,2015,187,-7.926358222961426,15.041176795959473,26,-0.105879515
angola,2015,188,-14.328935623168944,14.469405174255373,26,-0.72641474
